# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
1             	1.000000e+00	2.350010e-01	1.000000e+00	2.028880e-01
2             	2.217110e-01	5.966430e-01	2.568840e-01	5.926250e-01
3             	3.809900e-02	4.763960e-01	1.489710e-01	4.530080e-01
4             	5.159690e-02	3.232350e-01	9.625260e-02	2.932560e-01
5             	9.258990e-02	2.527830e-01	7.347990e-02	2.364190e-01
6             	1.406030e-01	2.146980e-01	5.898680e-02	2.071260e-01
7             	1.540400e-01	1.822840e-01	5.034700e-02	1.742290e-01
8             	1.255180e-01	1.516770e-01	4.469630e-02	1.451190e-01
9             	1.068150e-01	1.248560e-01	3.933050e-02	1.144640e-01
10            	7.785810e-02	1.130920e-01	3.327360e-02	1.018570e-01
11            	6.090270e-02	1.037250e-01	2.782960e-02	9.660340e-02
12            	5.187560e-02	9.165530e-02	2.362190e-02	8.831480e-02
13            	5.035550e-02	7.787580e-02	2.052740e-02	7.759030e-02
14            	4.928580e-02	6.749470e-02	1.834010e-02	6.778670e-02
15            	5.224580e-02	6.193300e-02	1.691230e-02	6.111220e-02
16            	5.581930e-02	5.769720e-02	1.555010e-02	5.551550e-02
17            	5.681520e-02	5.329940e-02	1.413220e-02	5.019510e-02
18            	5.762750e-02	4.869820e-02	1.273550e-02	4.544110e-02
19            	5.851080e-02	4.453220e-02	1.138010e-02	4.225730e-02
20            	5.908300e-02	4.142930e-02	1.011210e-02	4.044120e-02
21            	5.910660e-02	3.915190e-02	9.191300e-03	3.851880e-02
22            	5.811640e-02	3.683180e-02	8.556080e-03	3.637910e-02
23            	5.791480e-02	3.491050e-02	8.133360e-03	3.501050e-02
24            	5.933380e-02	3.360560e-02	7.932900e-03	3.461340e-02
25            	6.063590e-02	3.277850e-02	7.697780e-03	3.477300e-02
26            	6.207570e-02	3.182910e-02	7.424610e-03	3.480740e-02
27            	6.365400e-02	3.104180e-02	7.167330e-03	3.407120e-02
28            	6.667540e-02	3.022720e-02	6.934450e-03	3.274140e-02
29            	7.058180e-02	3.012840e-02	6.790190e-03	3.181860e-02
30            	7.410200e-02	3.047850e-02	6.734190e-03	3.158320e-02
31            	7.607810e-02	3.108950e-02	6.872050e-03	3.186690e-02
32            	7.625300e-02	3.118850e-02	7.212970e-03	3.225520e-02
33            	7.465210e-02	3.069950e-02	7.430840e-03	3.273930e-02
34            	7.311790e-02	3.025680e-02	7.488660e-03	3.309100e-02
35            	6.942560e-02	2.996140e-02	7.355870e-03	3.317000e-02
36            	6.732010e-02	2.933400e-02	6.990480e-03	3.233100e-02
37            	6.654440e-02	2.870730e-02	6.566720e-03	3.081470e-02
38            	6.593770e-02	2.839150e-02	6.214100e-03	2.879440e-02
39            	6.567670e-02	2.766210e-02	6.028930e-03	2.715460e-02
40            	6.561930e-02	2.678450e-02	5.821040e-03	2.554650e-02
41            	6.544040e-02	2.640480e-02	5.715270e-03	2.453650e-02
42            	6.530860e-02	2.669090e-02	5.729650e-03	2.450110e-02
43            	6.467610e-02	2.733530e-02	5.868650e-03	2.491660e-02
44            	6.476520e-02	2.854880e-02	6.133930e-03	2.626610e-02
45            	6.622550e-02	3.045950e-02	6.505530e-03	2.790230e-02
46            	6.855630e-02	3.317480e-02	7.136890e-03	3.060390e-02
47            	7.012290e-02	3.665890e-02	7.968230e-03	3.421560e-02
48            	7.254560e-02	4.081010e-02	8.921050e-03	3.850200e-02
49            	7.584840e-02	4.457640e-02	1.000410e-02	4.286890e-02
50            	8.148960e-02	4.734910e-02	1.092940e-02	4.703900e-02
51            	8.425590e-02	4.923290e-02	1.189970e-02	5.109410e-02
52            	8.576240e-02	5.161570e-02	1.288590e-02	5.445530e-02
53            	8.669200e-02	5.199220e-02	1.321040e-02	5.556270e-02
54            	8.329030e-02	5.147470e-02	1.317390e-02	5.506730e-02
55            	7.846730e-02	5.077940e-02	1.311100e-02	5.326320e-02
56            	7.496460e-02	5.143600e-02	1.285700e-02	5.065950e-02
57            	7.439390e-02	5.314040e-02	1.263170e-02	4.928800e-02
58            	7.700740e-02	5.500410e-02	1.230180e-02	4.936250e-02
59            	8.179550e-02	5.412230e-02	1.170160e-02	4.824810e-02
60            	8.137600e-02	5.175030e-02	1.082950e-02	4.669520e-02
61            	7.673620e-02	4.889480e-02	1.027800e-02	4.441970e-02
62            	7.121180e-02	4.535970e-02	1.006930e-02	4.139740e-02
63            	6.607990e-02	4.344850e-02	9.790600e-03	3.874520e-02
64            	6.317650e-02	4.205940e-02	9.448010e-03	3.701130e-02
65            	6.099120e-02	4.153350e-02	9.347780e-03	3.593270e-02
66            	6.042370e-02	4.168110e-02	9.157940e-03	3.629940e-02
67            	6.082640e-02	4.176270e-02	8.943670e-03	3.679660e-02
68            	6.213790e-02	4.127050e-02	8.642770e-03	3.686940e-02
69            	6.210460e-02	4.035010e-02	8.382030e-03	3.651770e-02
70            	6.066910e-02	3.910510e-02	8.293110e-03	3.616050e-02
71            	6.049740e-02	3.790220e-02	8.222860e-03	3.573100e-02
72            	6.241460e-02	3.732200e-02	8.243970e-03	3.558280e-02
73            	6.457790e-02	3.787770e-02	8.268710e-03	3.617200e-02
74            	6.601840e-02	3.840980e-02	8.545210e-03	3.696370e-02
75            	6.668350e-02	3.928320e-02	8.834770e-03	3.884230e-02
76            	6.700690e-02	4.028350e-02	9.130940e-03	4.068040e-02
77            	6.819270e-02	4.111570e-02	9.436490e-03	4.242810e-02
78            	7.089920e-02	4.192700e-02	9.827320e-03	4.421270e-02
79            	7.349470e-02	4.265520e-02	1.037730e-02	4.582960e-02
80            	7.654420e-02	4.359620e-02	1.105480e-02	4.775040e-02
81            	7.956430e-02	4.551650e-02	1.202030e-02	5.006150e-02
82            	8.314060e-02	4.841160e-02	1.325170e-02	5.256030e-02
83            	8.569950e-02	5.325400e-02	1.460900e-02	5.558040e-02
84            	8.864930e-02	5.774750e-02	1.555500e-02	5.763470e-02
85            	9.119810e-02	6.264880e-02	1.662960e-02	6.056240e-02
86            	9.303570e-02	6.640280e-02	1.719680e-02	6.412640e-02
