# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
1             	1.000000e+00	3.857300e-01	1.000000e+00	3.422350e-01
2             	3.403570e-01	5.991400e-01	2.569210e-01	5.951210e-01
3             	4.361880e-02	4.850370e-01	1.539160e-01	4.589110e-01
4             	5.470750e-02	3.306930e-01	1.004780e-01	2.980010e-01
5             	8.936940e-02	2.575500e-01	7.706380e-02	2.383280e-01
6             	1.265860e-01	2.170930e-01	6.210770e-02	2.081500e-01
7             	1.380500e-01	1.833310e-01	5.330660e-02	1.756740e-01
8             	1.218990e-01	1.526820e-01	4.749750e-02	1.468040e-01
9             	1.071790e-01	1.273240e-01	4.176540e-02	1.171490e-01
10            	8.038970e-02	1.174690e-01	3.546860e-02	1.055810e-01
11            	6.368240e-02	1.081930e-01	2.984860e-02	1.004760e-01
12            	5.650120e-02	9.556910e-02	2.531800e-02	9.094960e-02
13            	5.520380e-02	8.132010e-02	2.210650e-02	7.916890e-02
14            	5.513260e-02	7.073750e-02	1.986830e-02	6.933220e-02
15            	5.959540e-02	6.426090e-02	1.834560e-02	6.273130e-02
16            	6.336360e-02	5.986660e-02	1.674530e-02	5.692810e-02
17            	6.583410e-02	5.593150e-02	1.522820e-02	5.214440e-02
18            	6.741050e-02	5.227510e-02	1.371640e-02	4.876780e-02
19            	6.862910e-02	4.935920e-02	1.220330e-02	4.653030e-02
20            	6.874510e-02	4.678910e-02	1.086870e-02	4.453650e-02
21            	6.745980e-02	4.449330e-02	9.992290e-03	4.261560e-02
22            	6.672420e-02	4.265290e-02	9.415560e-03	4.138240e-02
23            	6.783790e-02	4.121950e-02	9.128680e-03	4.077960e-02
24            	6.997850e-02	4.029640e-02	8.879700e-03	4.046920e-02
25            	7.347130e-02	3.953570e-02	8.482230e-03	3.961340e-02
26            	7.591780e-02	3.808700e-02	7.992550e-03	3.782540e-02
27            	7.576430e-02	3.671780e-02	7.688110e-03	3.609640e-02
28            	7.634240e-02	3.545670e-02	7.578320e-03	3.519920e-02
29            	7.614890e-02	3.475080e-02	7.476390e-03	3.483970e-02
30            	7.361520e-02	3.371380e-02	7.368800e-03	3.395480e-02
31            	7.115330e-02	3.278690e-02	7.245930e-03	3.367240e-02
32            	6.905680e-02	3.162210e-02	7.021630e-03	3.286740e-02
33            	6.694810e-02	3.038930e-02	6.788530e-03	3.163320e-02
34            	6.478440e-02	2.904110e-02	6.519590e-03	3.017380e-02
35            	6.270830e-02	2.772100e-02	6.186250e-03	2.874680e-02
36            	6.179180e-02	2.695290e-02	5.928390e-03	2.781200e-02
37            	6.041680e-02	2.678170e-02	5.683950e-03	2.678470e-02
38            	5.785430e-02	2.702390e-02	5.528000e-03	2.594350e-02
39            	5.637510e-02	2.754700e-02	5.551360e-03	2.616090e-02
40            	5.631500e-02	2.854500e-02	5.798530e-03	2.714440e-02
41            	5.695560e-02	3.022330e-02	6.279940e-03	2.881320e-02
42            	5.829180e-02	3.250480e-02	6.860760e-03	3.081700e-02
43            	6.073330e-02	3.484140e-02	7.569220e-03	3.291450e-02
44            	6.365370e-02	3.741990e-02	8.142550e-03	3.528290e-02
45            	6.720040e-02	3.961730e-02	8.752410e-03	3.813980e-02
46            	6.866840e-02	4.106970e-02	9.232620e-03	4.063140e-02
47            	7.007440e-02	4.087130e-02	9.342920e-03	4.039390e-02
48            	7.097590e-02	4.045620e-02	9.116340e-03	3.969880e-02
49            	7.251690e-02	3.955610e-02	8.778600e-03	3.889150e-02
50            	7.207200e-02	3.784910e-02	8.376330e-03	3.737930e-02
51            	7.090300e-02	3.690400e-02	8.175120e-03	3.580490e-02
52            	7.012880e-02	3.649520e-02	8.219500e-03	3.530120e-02
53            	6.959390e-02	3.536560e-02	7.985060e-03	3.457690e-02
54            	6.847790e-02	3.445700e-02	7.702880e-03	3.375540e-02
55            	6.764740e-02	3.381120e-02	7.569290e-03	3.350630e-02
56            	6.610090e-02	3.334020e-02	7.643910e-03	3.351060e-02
57            	6.500980e-02	3.349180e-02	7.641690e-03	3.375570e-02
58            	6.413120e-02	3.410620e-02	7.529960e-03	3.373280e-02
59            	6.368150e-02	3.439140e-02	7.485710e-03	3.381450e-02
60            	6.202350e-02	3.473510e-02	7.485900e-03	3.402670e-02
61            	6.266570e-02	3.488360e-02	7.550390e-03	3.456790e-02
62            	6.346220e-02	3.657620e-02	7.818060e-03	3.594930e-02
63            	6.231080e-02	3.885130e-02	8.286210e-03	3.745760e-02
64            	6.199260e-02	4.096850e-02	8.837670e-03	3.865610e-02
65            	6.276040e-02	4.261590e-02	9.393230e-03	3.999300e-02
66            	6.532400e-02	4.426160e-02	9.838630e-03	4.209210e-02
67            	6.881360e-02	4.539290e-02	1.023940e-02	4.349250e-02
68            	7.120850e-02	4.602330e-02	1.022580e-02	4.374190e-02
69            	7.260320e-02	4.519960e-02	9.921490e-03	4.206700e-02
70            	7.202560e-02	4.323640e-02	9.499780e-03	3.972170e-02
71            	7.182550e-02	4.171550e-02	9.194760e-03	3.781860e-02
72            	7.228460e-02	4.096840e-02	9.292530e-03	3.700560e-02
73            	7.313130e-02	4.104180e-02	9.449070e-03	3.710030e-02
74            	7.488530e-02	4.086240e-02	9.713720e-03	3.709960e-02
75            	7.500190e-02	4.109830e-02	9.888520e-03	3.783330e-02
76            	7.400040e-02	4.107000e-02	9.768850e-03	3.849430e-02
77            	7.241950e-02	4.170210e-02	9.615940e-03	4.010860e-02
78            	7.359850e-02	4.323950e-02	9.706540e-03	4.117350e-02
79            	7.464830e-02	4.502240e-02	9.944420e-03	4.341540e-02
80            	7.658490e-02	4.700330e-02	1.033610e-02	4.548330e-02
81            	7.756180e-02	4.942120e-02	1.088880e-02	4.849550e-02
82            	7.931580e-02	5.145920e-02	1.161040e-02	5.169710e-02
83            	7.974090e-02	5.230180e-02	1.254740e-02	5.512250e-02
84            	8.088420e-02	5.388600e-02	1.380090e-02	5.889520e-02
85            	8.098930e-02	5.562990e-02	1.459630e-02	6.239160e-02
86            	8.062330e-02	5.551410e-02	1.460000e-02	6.280680e-02
87            	7.883860e-02	5.347780e-02	1.409320e-02	5.980290e-02
88            	7.542250e-02	4.970250e-02	1.325370e-02	5.528330e-02
89            	7.096080e-02	4.705670e-02	1.222380e-02	5.157510e-02
90            	6.891620e-02	4.562070e-02	1.116190e-02	4.819340e-02
91            	6.885000e-02	4.437200e-02	1.029340e-02	4.560670e-02
92            	6.833130e-02	4.329900e-02	9.645190e-03	4.369660e-02
93            	6.877260e-02	4.262550e-02	9.301120e-03	4.259380e-02
94            	6.844280e-02	4.206680e-02	9.287580e-03	4.210040e-02
95            	6.723390e-02	4.161500e-02	9.440800e-03	4.124880e-02
96            	6.565220e-02	4.115800e-02	9.415230e-03	3.995400e-02
97            	6.470480e-02	4.077630e-02	9.462830e-03	3.871730e-02
98            	6.447020e-02	4.050020e-02	9.525430e-03	3.813800e-02
99            	6.558480e-02	4.057350e-02	9.612910e-03	3.869650e-02
100           	6.683400e-02	4.030460e-02	9.773780e-03	3.998740e-02
101           	6.681220e-02	4.016100e-02	1.002570e-02	4.158820e-02
102           	6.685230e-02	4.114690e-02	1.039540e-02	4.345190e-02
103           	6.801660e-02	4.338010e-02	1.088580e-02	4.536770e-02
104           	7.156230e-02	4.529540e-02	1.107290e-02	4.688520e-02
105           	7.552500e-02	4.613560e-02	1.093180e-02	4.719270e-02
106           	7.741060e-02	4.593990e-02	1.063680e-02	4.655520e-02
107           	7.642360e-02	4.558950e-02	1.030140e-02	4.599020e-02
108           	7.508190e-02	4.542640e-02	1.006600e-02	4.565260e-02
109           	7.443280e-02	4.517700e-02	9.972040e-03	4.546280e-02
110           	7.389440e-02	4.543960e-02	1.016430e-02	4.594170e-02
111           	7.376720e-02	4.626810e-02	1.077700e-02	4.731090e-02
112           	7.375230e-02	4.714490e-02	1.164150e-02	4.965740e-02
113           	7.413020e-02	4.940400e-02	1.232910e-02	5.242090e-02
114           	7.576680e-02	5.115770e-02	1.281260e-02	5.583550e-02
115           	7.739510e-02	5.351500e-02	1.313010e-02	5.876130e-02
116           	7.849390e-02	5.562430e-02	1.312860e-02	6.008300e-02
117           	7.989140e-02	5.583650e-02	1.284100e-02	5.932230e-02
118           	8.105670e-02	5.350750e-02	1.251420e-02	5.620420e-02
119           	7.926860e-02	5.076500e-02	1.194030e-02	5.162950e-02
120           	7.505300e-02	4.834880e-02	1.151170e-02	4.927840e-02
121           	7.565000e-02	4.679490e-02	1.144330e-02	4.787550e-02
122           	7.579370e-02	4.684910e-02	1.146930e-02	4.700700e-02
123           	7.571800e-02	4.753190e-02	1.145080e-02	4.641430e-02
124           	7.491150e-02	4.790430e-02	1.134780e-02	4.619450e-02
125           	7.333160e-02	4.816540e-02	1.112730e-02	4.573870e-02
126           	7.039300e-02	4.802720e-02	1.084970e-02	4.511400e-02
127           	6.779550e-02	4.693240e-02	1.047080e-02	4.484730e-02
128           	6.623480e-02	4.456770e-02	9.966230e-03	4.361320e-02
129           	6.582280e-02	4.246030e-02	9.444360e-03	4.126640e-02
130           	6.434860e-02	4.199240e-02	9.188300e-03	3.997550e-02
131           	6.183940e-02	4.229020e-02	8.852370e-03	3.938990e-02
132           	6.104950e-02	4.181500e-02	8.634160e-03	3.922530e-02
133           	6.238850e-02	4.084830e-02	8.472800e-03	3.921110e-02
134           	6.364360e-02	4.038990e-02	8.516600e-03	3.951580e-02
135           	6.461230e-02	4.071840e-02	8.546080e-03	4.011360e-02
