# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
1             	1.000000e+00	5.770670e-01	1.000000e+00	5.306340e-01
2             	4.749580e-01	6.003850e-01	2.570840e-01	5.963400e-01
3             	4.859760e-02	4.900280e-01	1.599510e-01	4.604350e-01
4             	5.568820e-02	3.315000e-01	1.062280e-01	2.993380e-01
5             	8.688490e-02	2.560830e-01	8.154500e-02	2.380200e-01
6             	1.193370e-01	2.171060e-01	6.590800e-02	2.085160e-01
7             	1.307190e-01	1.850100e-01	5.668040e-02	1.774760e-01
8             	1.204880e-01	1.550850e-01	5.058240e-02	1.481650e-01
9             	1.076130e-01	1.300740e-01	4.447060e-02	1.183340e-01
10            	8.166670e-02	1.210250e-01	3.780600e-02	1.078180e-01
11            	6.530470e-02	1.119660e-01	3.191260e-02	1.033440e-01
12            	5.987790e-02	9.918520e-02	2.713270e-02	9.334920e-02
13            	5.811960e-02	8.498150e-02	2.381790e-02	8.109370e-02
14            	5.998900e-02	7.440260e-02	2.169290e-02	7.184890e-02
15            	6.552540e-02	6.738680e-02	2.007030e-02	6.571550e-02
16            	6.979530e-02	6.310770e-02	1.834030e-02	6.021300e-02
17            	7.243120e-02	6.005260e-02	1.667530e-02	5.615900e-02
18            	7.498680e-02	5.719270e-02	1.496070e-02	5.352540e-02
19            	7.593920e-02	5.434530e-02	1.326090e-02	5.148980e-02
20            	7.464990e-02	5.188340e-02	1.196560e-02	4.961100e-02
21            	7.272330e-02	4.979450e-02	1.103340e-02	4.784250e-02
22            	7.306980e-02	4.819280e-02	1.044110e-02	4.624800e-02
23            	7.589650e-02	4.691410e-02	1.018990e-02	4.474800e-02
24            	7.930470e-02	4.544200e-02	1.003990e-02	4.374250e-02
25            	8.121410e-02	4.448290e-02	1.000340e-02	4.321540e-02
26            	8.203540e-02	4.345190e-02	9.932100e-03	4.266340e-02
27            	8.073010e-02	4.300910e-02	9.986880e-03	4.316300e-02
28            	7.852160e-02	4.272430e-02	1.004880e-02	4.341500e-02
29            	7.868610e-02	4.267390e-02	1.010890e-02	4.332090e-02
30            	7.896150e-02	4.267140e-02	9.997560e-03	4.291990e-02
31            	7.893800e-02	4.229160e-02	9.703630e-03	4.204770e-02
32            	7.873750e-02	4.183530e-02	9.364390e-03	4.060050e-02
33            	7.884740e-02	4.216010e-02	9.424540e-03	3.998170e-02
34            	7.913580e-02	4.319330e-02	9.915670e-03	4.050140e-02
35            	7.850260e-02	4.488470e-02	1.059600e-02	4.263430e-02
36            	7.885080e-02	4.623090e-02	1.108630e-02	4.505050e-02
37            	7.845280e-02	4.725350e-02	1.136440e-02	4.693950e-02
38            	7.862740e-02	4.865980e-02	1.164540e-02	4.823180e-02
39            	7.991710e-02	5.120040e-02	1.217030e-02	5.102790e-02
40            	8.038170e-02	5.407050e-02	1.262260e-02	5.433140e-02
41            	8.065810e-02	5.601030e-02	1.338700e-02	5.749850e-02
42            	8.300600e-02	5.681680e-02	1.440640e-02	6.175760e-02
43            	8.571860e-02	5.752270e-02	1.538330e-02	6.475950e-02
44            	8.661200e-02	5.853580e-02	1.583380e-02	6.488870e-02
45            	8.534600e-02	5.892170e-02	1.579260e-02	6.156560e-02
46            	8.199350e-02	5.888570e-02	1.532590e-02	5.828250e-02
47            	8.056420e-02	5.690820e-02	1.470510e-02	5.556310e-02
48            	8.051280e-02	5.423280e-02	1.356230e-02	5.260360e-02
49            	8.044050e-02	5.060600e-02	1.240790e-02	4.898630e-02
50            	7.801900e-02	4.674720e-02	1.133650e-02	4.450310e-02
51            	7.436220e-02	4.390080e-02	1.048220e-02	4.093300e-02
52            	6.925570e-02	4.096670e-02	9.733440e-03	3.817350e-02
53            	6.709620e-02	3.880530e-02	9.081920e-03	3.700640e-02
54            	6.551320e-02	3.757510e-02	8.710670e-03	3.654130e-02
55            	6.315690e-02	3.728600e-02	8.476430e-03	3.557400e-02
56            	6.050840e-02	3.666470e-02	8.225050e-03	3.474020e-02
57            	5.964760e-02	3.608090e-02	8.166010e-03	3.476920e-02
58            	5.937500e-02	3.553100e-02	8.059400e-03	3.479520e-02
59            	5.812450e-02	3.507060e-02	8.086470e-03	3.477600e-02
60            	5.713180e-02	3.509170e-02	8.194240e-03	3.534410e-02
61            	5.757620e-02	3.584410e-02	8.433560e-03	3.641250e-02
62            	5.820340e-02	3.750620e-02	8.880900e-03	3.788290e-02
63            	5.953300e-02	3.952740e-02	9.449490e-03	3.955300e-02
64            	6.269690e-02	4.161050e-02	1.008510e-02	4.125120e-02
65            	6.692670e-02	4.379930e-02	1.067850e-02	4.251930e-02
66            	7.197700e-02	4.597060e-02	1.127850e-02	4.423860e-02
67            	7.765710e-02	4.846590e-02	1.198900e-02	4.678860e-02
68            	8.283830e-02	5.110030e-02	1.279460e-02	4.992550e-02
69            	8.723510e-02	5.393480e-02	1.382570e-02	5.423890e-02
70            	9.104550e-02	5.790650e-02	1.493470e-02	5.943070e-02
71            	9.271890e-02	6.279060e-02	1.608760e-02	6.526340e-02
72            	9.287800e-02	6.825400e-02	1.740940e-02	7.158800e-02
