# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
1             	1.000000e+00	5.379370e-01	1.000000e+00	4.909970e-01
2             	4.498690e-01	6.002150e-01	2.570500e-01	5.961720e-01
3             	4.794250e-02	4.893100e-01	1.587640e-01	4.603920e-01
4             	5.547040e-02	3.311840e-01	1.054360e-01	2.992600e-01
5             	8.729560e-02	2.561720e-01	8.092740e-02	2.381350e-01
6             	1.205110e-01	2.173390e-01	6.539180e-02	2.086480e-01
7             	1.318920e-01	1.851460e-01	5.622130e-02	1.775100e-01
8             	1.205910e-01	1.550210e-01	5.015820e-02	1.482620e-01
9             	1.073900e-01	1.298120e-01	4.409720e-02	1.183310e-01
10            	8.133250e-02	1.206310e-01	3.747960e-02	1.076550e-01
11            	6.495280e-02	1.115070e-01	3.161180e-02	1.031000e-01
12            	5.933510e-02	9.871920e-02	2.686150e-02	9.315290e-02
13            	5.761750e-02	8.447690e-02	2.355360e-02	8.084940e-02
14            	5.921090e-02	7.387020e-02	2.140550e-02	7.146310e-02
15            	6.468720e-02	6.690630e-02	1.978620e-02	6.527950e-02
16            	6.851600e-02	6.258140e-02	1.805810e-02	5.967690e-02
17            	7.152960e-02	5.939450e-02	1.643690e-02	5.550130e-02
18            	7.368600e-02	5.644080e-02	1.472270e-02	5.279750e-02
19            	7.448260e-02	5.353420e-02	1.302390e-02	5.061530e-02
20            	7.352600e-02	5.107350e-02	1.170270e-02	4.866340e-02
21            	7.130920e-02	4.884260e-02	1.077720e-02	4.680760e-02
22            	7.212300e-02	4.691900e-02	1.018530e-02	4.493800e-02
23            	7.437130e-02	4.539620e-02	9.931660e-03	4.349810e-02
24            	7.780020e-02	4.395930e-02	9.723600e-03	4.270160e-02
25            	7.943620e-02	4.315540e-02	9.628740e-03	4.221560e-02
26            	8.037920e-02	4.217010e-02	9.434980e-03	4.135260e-02
27            	7.956800e-02	4.167550e-02	9.412070e-03	4.124320e-02
28            	7.720000e-02	4.146100e-02	9.460350e-03	4.151340e-02
29            	7.644940e-02	4.095420e-02	9.390870e-03	4.112190e-02
30            	7.572900e-02	4.027860e-02	9.173550e-03	4.032990e-02
31            	7.627740e-02	3.970610e-02	8.872450e-03	3.932320e-02
32            	7.570690e-02	3.903110e-02	8.572290e-03	3.797660e-02
33            	7.545680e-02	3.903850e-02	8.570560e-03	3.716570e-02
34            	7.538660e-02	3.977660e-02	8.938050e-03	3.763310e-02
35            	7.408120e-02	4.110620e-02	9.457060e-03	3.955880e-02
36            	7.351290e-02	4.204130e-02	9.743790e-03	4.139340e-02
37            	7.404530e-02	4.299000e-02	9.956150e-03	4.273770e-02
38            	7.442720e-02	4.409560e-02	1.028940e-02	4.443710e-02
39            	7.600630e-02	4.610400e-02	1.077670e-02	4.715750e-02
40            	7.673990e-02	4.876190e-02	1.118440e-02	4.967240e-02
41            	7.691120e-02	5.068270e-02	1.183220e-02	5.184210e-02
42            	7.854750e-02	5.249460e-02	1.278000e-02	5.493250e-02
43            	8.144360e-02	5.341130e-02	1.381740e-02	5.845170e-02
44            	8.160920e-02	5.394820e-02	1.442910e-02	6.012480e-02
45            	7.983360e-02	5.386080e-02	1.432160e-02	5.793430e-02
46            	7.670470e-02	5.251670e-02	1.371110e-02	5.426660e-02
47            	7.357990e-02	5.031820e-02	1.286230e-02	5.082890e-02
48            	7.180110e-02	4.826610e-02	1.182850e-02	4.745270e-02
49            	7.110370e-02	4.573020e-02	1.082550e-02	4.406990e-02
50            	7.124140e-02	4.319610e-02	1.004220e-02	4.080910e-02
51            	6.925440e-02	4.037420e-02	9.273370e-03	3.772050e-02
52            	6.618430e-02	3.716340e-02	8.548700e-03	3.456840e-02
53            	6.453850e-02	3.486650e-02	8.167020e-03	3.269880e-02
54            	6.350970e-02	3.370400e-02	7.965500e-03	3.237670e-02
55            	6.188510e-02	3.330130e-02	7.800360e-03	3.234860e-02
56            	6.068680e-02	3.344150e-02	7.681260e-03	3.277180e-02
57            	6.025990e-02	3.393560e-02	7.711900e-03	3.362380e-02
58            	6.019950e-02	3.441920e-02	7.775270e-03	3.493770e-02
59            	5.995570e-02	3.456000e-02	7.906180e-03	3.574350e-02
60            	6.098470e-02	3.495750e-02	8.096080e-03	3.624120e-02
61            	6.365330e-02	3.602990e-02	8.388980e-03	3.695250e-02
62            	6.579930e-02	3.770600e-02	8.908020e-03	3.779460e-02
63            	6.782310e-02	3.919210e-02	9.620020e-03	3.888530e-02
64            	7.093070e-02	4.116530e-02	1.049890e-02	4.062570e-02
65            	7.501860e-02	4.405260e-02	1.155640e-02	4.288410e-02
66            	7.939270e-02	4.682900e-02	1.283010e-02	4.566840e-02
67            	8.483540e-02	4.998480e-02	1.407450e-02	4.916470e-02
68            	9.072670e-02	5.397120e-02	1.550860e-02	5.285920e-02
69            	9.426760e-02	5.946010e-02	1.690000e-02	5.837580e-02
