# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
1             	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00
2             	1.430890e-01	5.475890e-01	2.301880e-01	5.624020e-01
3             	1.491210e-01	4.977250e-01	1.594950e-01	4.475050e-01
4             	9.953920e-02	3.530080e-01	1.156950e-01	3.122870e-01
5             	9.273770e-02	2.821080e-01	8.738350e-02	2.635890e-01
6             	1.426670e-01	2.392890e-01	6.851950e-02	2.336240e-01
7             	9.135670e-02	2.015860e-01	5.774960e-02	2.026810e-01
8             	8.025800e-02	1.689330e-01	5.150870e-02	1.627740e-01
9             	7.145320e-02	1.417710e-01	4.388890e-02	1.407340e-01
10            	6.464170e-02	1.225130e-01	3.649810e-02	1.288650e-01
11            	6.480620e-02	1.121300e-01	3.045850e-02	1.163920e-01
12            	6.484690e-02	1.041050e-01	2.643080e-02	1.030090e-01
13            	6.239460e-02	9.195530e-02	2.322790e-02	9.141170e-02
14            	5.955020e-02	8.306940e-02	2.065520e-02	8.411140e-02
15            	5.215360e-02	7.432610e-02	1.859520e-02	7.821310e-02
16            	4.768680e-02	6.751760e-02	1.711460e-02	7.278030e-02
17            	4.479950e-02	6.079550e-02	1.590560e-02	6.676040e-02
18            	4.293170e-02	5.674920e-02	1.440420e-02	6.180870e-02
19            	4.299150e-02	5.415160e-02	1.326370e-02	5.839470e-02
20            	4.449390e-02	4.862430e-02	1.202210e-02	5.236220e-02
21            	4.603390e-02	4.401490e-02	1.042260e-02	4.565240e-02
22            	4.626130e-02	3.995830e-02	9.066900e-03	4.007840e-02
23            	4.703020e-02	3.695730e-02	8.148140e-03	3.683730e-02
24            	4.681360e-02	3.439720e-02	7.575230e-03	3.483950e-02
25            	4.725140e-02	3.271610e-02	7.190120e-03	3.321380e-02
26            	4.640290e-02	3.120940e-02	7.022200e-03	3.196660e-02
27            	4.523150e-02	3.029640e-02	7.076320e-03	3.137060e-02
28            	4.568790e-02	2.957810e-02	7.124940e-03	3.194340e-02
29            	4.758730e-02	2.947970e-02	6.989890e-03	3.193180e-02
30            	4.945240e-02	2.917880e-02	6.737000e-03	3.108080e-02
31            	5.153260e-02	2.887950e-02	6.600780e-03	2.978070e-02
32            	5.291070e-02	2.766170e-02	6.530280e-03	2.849840e-02
33            	5.652630e-02	2.712170e-02	6.600530e-03	2.785950e-02
34            	6.136850e-02	2.783030e-02	6.883150e-03	2.846260e-02
35            	6.796180e-02	2.968910e-02	7.356450e-03	3.065810e-02
36            	7.307920e-02	3.237740e-02	7.983250e-03	3.432570e-02
37            	7.422780e-02	3.439500e-02	8.624580e-03	3.762550e-02
38            	7.212940e-02	3.537230e-02	9.040370e-03	4.003370e-02
39            	7.218260e-02	3.587330e-02	9.236040e-03	4.050340e-02
40            	7.481690e-02	3.607670e-02	9.763210e-03	4.229710e-02
41            	7.870990e-02	3.736550e-02	1.023970e-02	4.432540e-02
42            	7.970570e-02	3.945280e-02	1.044350e-02	4.525030e-02
43            	7.616170e-02	4.009520e-02	1.037870e-02	4.376940e-02
44            	7.106950e-02	3.934550e-02	9.961480e-03	4.025730e-02
45            	6.853840e-02	3.706880e-02	9.248500e-03	3.646880e-02
46            	6.587830e-02	3.443300e-02	8.435330e-03	3.413640e-02
47            	6.624480e-02	3.137370e-02	7.705300e-03	3.210330e-02
48            	6.584590e-02	2.883260e-02	6.915080e-03	2.947140e-02
49            	6.275910e-02	2.680160e-02	6.133820e-03	2.669150e-02
50            	5.837160e-02	2.518560e-02	5.611500e-03	2.448750e-02
51            	5.502740e-02	2.514960e-02	5.446990e-03	2.398700e-02
52            	5.449460e-02	2.625870e-02	5.670550e-03	2.487500e-02
53            	5.638200e-02	2.682950e-02	5.938800e-03	2.564360e-02
54            	5.614620e-02	2.729750e-02	6.131820e-03	2.731620e-02
55            	5.663150e-02	2.748580e-02	6.126260e-03	2.771600e-02
56            	5.634520e-02	2.685270e-02	5.989540e-03	2.684250e-02
57            	5.608510e-02	2.592620e-02	5.831890e-03	2.584450e-02
58            	5.411250e-02	2.511340e-02	5.672180e-03	2.495240e-02
59            	5.280150e-02	2.482130e-02	5.630750e-03	2.466150e-02
60            	5.130860e-02	2.538600e-02	5.734310e-03	2.478180e-02
61            	5.066480e-02	2.700750e-02	5.968470e-03	2.513050e-02
62            	5.048130e-02	3.010810e-02	6.464810e-03	2.702380e-02
63            	5.314590e-02	3.248790e-02	7.031540e-03	2.880100e-02
64            	5.634940e-02	3.625460e-02	7.738900e-03	3.223300e-02
65            	5.961740e-02	3.894550e-02	8.377960e-03	3.493430e-02
66            	6.229510e-02	4.117970e-02	9.095780e-03	3.793320e-02
67            	6.480920e-02	4.327630e-02	9.766620e-03	4.021500e-02
68            	6.519960e-02	4.405290e-02	1.017370e-02	4.130820e-02
69            	6.488050e-02	4.291910e-02	1.001850e-02	4.069940e-02
70            	6.301030e-02	4.133950e-02	9.485000e-03	3.997570e-02
71            	6.168800e-02	4.037370e-02	9.094750e-03	3.893400e-02
72            	6.304860e-02	4.139300e-02	9.122290e-03	3.965910e-02
73            	6.162780e-02	4.315350e-02	9.336020e-03	4.131970e-02
74            	6.244490e-02	4.360520e-02	9.618800e-03	4.204710e-02
75            	6.335570e-02	4.328610e-02	9.836960e-03	4.185160e-02
76            	6.784800e-02	4.206730e-02	9.674780e-03	4.131530e-02
77            	7.224250e-02	4.073090e-02	9.197270e-03	4.072170e-02
78            	7.043620e-02	3.842340e-02	8.490530e-03	3.774840e-02
79            	6.482460e-02	3.577370e-02	8.023390e-03	3.518940e-02
80            	6.057820e-02	3.380410e-02	7.784930e-03	3.293250e-02
81            	5.684480e-02	3.284940e-02	7.640370e-03	3.130030e-02
82            	5.336500e-02	3.273430e-02	7.604290e-03	3.044480e-02
83            	5.460660e-02	3.306880e-02	7.579070e-03	3.023380e-02
84            	5.726980e-02	3.306140e-02	7.559550e-03	3.032190e-02
85            	5.938760e-02	3.308430e-02	7.473190e-03	3.079080e-02
86            	6.109090e-02	3.266710e-02	7.234020e-03	3.027240e-02
87            	5.943280e-02	3.091400e-02	6.820200e-03	2.897260e-02
88            	5.596860e-02	2.820020e-02	6.437050e-03	2.711150e-02
89            	5.413590e-02	2.560730e-02	6.115980e-03	2.534760e-02
90            	5.541960e-02	2.457860e-02	5.842060e-03	2.404690e-02
91            	5.510690e-02	2.570870e-02	5.965440e-03	2.414230e-02
92            	5.478590e-02	2.815290e-02	6.345650e-03	2.579590e-02
93            	5.577360e-02	3.035230e-02	6.748150e-03	2.806600e-02
94            	5.727020e-02	3.265430e-02	7.114510e-03	2.995550e-02
95            	5.857830e-02	3.585890e-02	7.529830e-03	3.237400e-02
96            	6.119820e-02	3.888590e-02	7.962080e-03	3.512580e-02
97            	6.225070e-02	4.066500e-02	8.441150e-03	3.738190e-02
98            	6.594940e-02	4.259530e-02	9.084740e-03	4.009260e-02
99            	7.196150e-02	4.296960e-02	9.592230e-03	4.206870e-02
100           	7.217630e-02	4.235440e-02	9.804040e-03	4.242210e-02
101           	7.249510e-02	4.213760e-02	9.935200e-03	4.177090e-02
102           	7.177910e-02	4.247230e-02	9.856500e-03	4.233260e-02
103           	6.982600e-02	4.138830e-02	9.335900e-03	4.075380e-02
104           	6.904980e-02	3.958250e-02	8.836360e-03	3.877280e-02
105           	6.770640e-02	3.968670e-02	8.727130e-03	3.781500e-02
106           	6.830360e-02	4.114820e-02	8.787650e-03	3.760940e-02
107           	6.840650e-02	4.059920e-02	8.650870e-03	3.613140e-02
108           	6.912000e-02	4.046040e-02	8.617020e-03	3.585350e-02
109           	6.876010e-02	3.998680e-02	8.593780e-03	3.604910e-02
110           	6.646980e-02	3.903110e-02	8.468610e-03	3.633800e-02
111           	6.513920e-02	3.735070e-02	8.204400e-03	3.501980e-02
112           	6.247270e-02	3.733480e-02	7.693920e-03	3.403030e-02
113           	5.775890e-02	3.854460e-02	7.544010e-03	3.317190e-02
114           	5.528640e-02	3.844950e-02	7.484110e-03	3.128250e-02
115           	5.611050e-02	3.675550e-02	7.443240e-03	2.996850e-02
116           	5.895880e-02	3.566960e-02	7.600650e-03	3.062790e-02
117           	6.334000e-02	3.568390e-02	7.865400e-03	3.183410e-02
118           	6.573640e-02	3.490960e-02	7.733680e-03	3.140970e-02
119           	6.407450e-02	3.349690e-02	7.350070e-03	2.998740e-02
120           	6.179570e-02	3.229830e-02	7.070600e-03	2.856810e-02
121           	6.138550e-02	3.185870e-02	6.957210e-03	2.819340e-02
122           	6.055090e-02	3.218410e-02	6.994060e-03	2.818580e-02
123           	6.031620e-02	3.514910e-02	7.441600e-03	3.023980e-02
124           	6.111410e-02	3.774130e-02	8.089210e-03	3.199530e-02
125           	6.222710e-02	3.974970e-02	8.711720e-03	3.414060e-02
126           	6.164260e-02	4.017990e-02	9.193270e-03	3.576960e-02
127           	6.095100e-02	4.185090e-02	9.808530e-03	3.872720e-02
128           	6.092690e-02	4.520500e-02	1.050130e-02	4.294180e-02
129           	6.618560e-02	4.706990e-02	1.094250e-02	4.448240e-02
130           	6.891120e-02	5.034360e-02	1.176440e-02	4.913990e-02
131           	7.419630e-02	5.290900e-02	1.240090e-02	5.151080e-02
132           	7.521410e-02	5.533120e-02	1.307310e-02	5.603440e-02
133           	7.419960e-02	5.739700e-02	1.367530e-02	5.901680e-02
134           	7.273240e-02	5.920590e-02	1.392630e-02	5.913030e-02
135           	7.241990e-02	5.944640e-02	1.384550e-02	5.639430e-02
136           	7.146500e-02	5.837860e-02	1.346440e-02	5.266930e-02
137           	7.172530e-02	5.501250e-02	1.273200e-02	4.954270e-02
138           	7.373100e-02	4.922450e-02	1.170440e-02	4.563280e-02
139           	7.156250e-02	4.329660e-02	1.051820e-02	4.110510e-02
140           	6.928440e-02	3.905380e-02	9.650950e-03	3.816750e-02
141           	6.659720e-02	3.633850e-02	8.746290e-03	3.532480e-02
142           	6.334380e-02	3.453360e-02	8.053170e-03	3.334210e-02
143           	6.151730e-02	3.365830e-02	7.602670e-03	3.166590e-02
144           	5.976060e-02	3.375440e-02	7.516600e-03	3.160970e-02
145           	5.956510e-02	3.385520e-02	7.679050e-03	3.230350e-02
146           	5.668310e-02	3.631420e-02	8.163710e-03	3.670860e-02
147           	5.542100e-02	3.759870e-02	8.239950e-03	3.845150e-02
148           	5.348480e-02	3.897130e-02	8.389250e-03	4.019750e-02
149           	5.349050e-02	4.160690e-02	8.656630e-03	4.178440e-02
150           	5.492530e-02	4.415340e-02	9.132010e-03	4.370030e-02
151           	5.780990e-02	4.595570e-02	9.823700e-03	4.612770e-02
152           	6.101070e-02	4.838680e-02	1.059800e-02	5.007570e-02
153           	6.299350e-02	5.110750e-02	1.148760e-02	5.515050e-02
154           	6.663540e-02	5.351900e-02	1.230840e-02	5.825810e-02
155           	7.355700e-02	5.573590e-02	1.269550e-02	5.925440e-02
156           	7.601600e-02	5.676590e-02	1.247840e-02	5.742350e-02
157           	7.490590e-02	5.516690e-02	1.197410e-02	5.377920e-02
158           	7.190230e-02	5.393050e-02	1.154440e-02	5.070450e-02
159           	7.059160e-02	5.475760e-02	1.124540e-02	4.874140e-02
160           	6.968710e-02	5.378440e-02	1.111670e-02	4.642910e-02
161           	6.943750e-02	5.141040e-02	1.094880e-02	4.446380e-02
162           	6.872780e-02	4.908400e-02	1.051770e-02	4.327560e-02
163           	6.714880e-02	4.513380e-02	9.791680e-03	4.218320e-02
164           	6.383890e-02	4.112700e-02	9.140710e-03	4.010690e-02
165           	6.226630e-02	3.710290e-02	8.256880e-03	3.639040e-02
166           	5.929100e-02	3.354880e-02	7.424050e-03	3.288690e-02
167           	5.589650e-02	3.116780e-02	6.845230e-03	3.069810e-02
168           	5.323910e-02	3.003440e-02	6.577870e-03	2.960120e-02
169           	5.097780e-02	2.954090e-02	6.507120e-03	2.891230e-02
170           	5.063340e-02	2.884910e-02	6.389950e-03	2.816770e-02
171           	4.998360e-02	2.862280e-02	6.306460e-03	2.854850e-02
172           	5.086900e-02	2.807000e-02	6.168540e-03	2.887670e-02
