# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
1             	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00
2             	2.413970e-02	4.973870e-01	2.627760e-01	5.042650e-01
3             	4.569320e-02	4.026820e-01	1.327700e-01	3.445970e-01
4             	8.642810e-02	2.758000e-01	8.775250e-02	2.234110e-01
5             	9.629030e-02	2.158310e-01	6.347720e-02	1.864040e-01
6             	1.144980e-01	1.777560e-01	4.945830e-02	1.764130e-01
7             	9.717090e-02	1.489260e-01	4.049440e-02	1.516850e-01
8             	7.069410e-02	1.214040e-01	3.450490e-02	1.246610e-01
9             	5.739510e-02	9.941750e-02	2.954490e-02	1.020720e-01
10            	5.213260e-02	8.632650e-02	2.517110e-02	9.079800e-02
11            	4.871050e-02	7.565590e-02	2.152860e-02	8.145380e-02
12            	4.931410e-02	6.742320e-02	1.839450e-02	7.126060e-02
13            	5.048440e-02	5.927610e-02	1.578060e-02	6.097440e-02
14            	4.954450e-02	5.183070e-02	1.369020e-02	5.329420e-02
15            	4.716900e-02	4.525710e-02	1.200350e-02	4.727080e-02
16            	4.412900e-02	4.012030e-02	1.063890e-02	4.217320e-02
17            	4.010550e-02	3.622720e-02	9.492870e-03	3.779430e-02
18            	3.507880e-02	3.251810e-02	8.457300e-03	3.376150e-02
19            	3.102340e-02	2.939170e-02	7.578180e-03	3.032120e-02
20            	2.773670e-02	2.677720e-02	6.871380e-03	2.741900e-02
21            	2.505180e-02	2.468590e-02	6.347640e-03	2.476770e-02
22            	2.305160e-02	2.268970e-02	5.962320e-03	2.229100e-02
23            	2.187640e-02	2.062800e-02	5.644410e-03	1.999440e-02
24            	2.109720e-02	1.876180e-02	5.340690e-03	1.794570e-02
25            	2.017980e-02	1.701250e-02	5.014720e-03	1.610720e-02
26            	1.941690e-02	1.542960e-02	4.689200e-03	1.450480e-02
27            	1.887850e-02	1.411360e-02	4.378880e-03	1.312800e-02
28            	1.838280e-02	1.299930e-02	4.090300e-03	1.194390e-02
29            	1.792830e-02	1.199530e-02	3.824970e-03	1.094520e-02
30            	1.748660e-02	1.110280e-02	3.584720e-03	1.009420e-02
31            	1.704030e-02	1.032310e-02	3.365730e-03	9.351110e-03
32            	1.658570e-02	9.619110e-03	3.164970e-03	8.697850e-03
33            	1.611560e-02	8.976780e-03	2.979260e-03	8.118340e-03
34            	1.565070e-02	8.412590e-03	2.807100e-03	7.602060e-03
35            	1.517850e-02	7.914090e-03	2.646420e-03	7.115990e-03
36            	1.471620e-02	7.466290e-03	2.497280e-03	6.652370e-03
37            	1.425880e-02	7.054250e-03	2.358000e-03	6.215470e-03
38            	1.380690e-02	6.663610e-03	2.227840e-03	5.804350e-03
39            	1.337110e-02	6.292840e-03	2.106140e-03	5.420970e-03
40            	1.293740e-02	5.944390e-03	1.992330e-03	5.064930e-03
41            	1.252160e-02	5.616090e-03	1.886140e-03	4.736840e-03
42            	1.211950e-02	5.309810e-03	1.787180e-03	4.435960e-03
43            	1.167760e-02	5.026210e-03	1.694720e-03	4.159420e-03
44            	1.110700e-02	4.764370e-03	1.608200e-03	3.907260e-03
45            	1.029330e-02	4.521240e-03	1.527100e-03	3.675670e-03
46            	9.534930e-03	4.293620e-03	1.450940e-03	3.463350e-03
47            	8.846470e-03	4.079550e-03	1.379360e-03	3.268770e-03
48            	8.220960e-03	3.877480e-03	1.311980e-03	3.090230e-03
49            	7.652710e-03	3.686530e-03	1.248480e-03	2.926370e-03
50            	7.136040e-03	3.506170e-03	1.188520e-03	2.774570e-03
51            	6.663840e-03	3.335100e-03	1.131780e-03	2.633100e-03
52            	6.229400e-03	3.173270e-03	1.078000e-03	2.501200e-03
53            	5.830330e-03	3.020110e-03	1.026950e-03	2.377770e-03
54            	5.462740e-03	2.875120e-03	9.784280e-04	2.262130e-03
55            	5.126420e-03	2.737490e-03	9.322870e-04	2.153590e-03
56            	4.817370e-03	2.607050e-03	8.884190e-04	2.051890e-03
57            	4.531960e-03	2.483270e-03	8.466990e-04	1.956300e-03
58            	4.269240e-03	2.365750e-03	8.069920e-04	1.866290e-03
59            	4.026410e-03	2.254280e-03	7.691930e-04	1.781350e-03
60            	3.801230e-03	2.148510e-03	7.332180e-04	1.701180e-03
61            	3.591280e-03	2.048130e-03	6.989470e-04	1.625720e-03
62            	3.395650e-03	1.952720e-03	6.662990e-04	1.554330e-03
63            	3.213010e-03	1.862080e-03	6.351900e-04	1.486530e-03
64            	3.042560e-03	1.775790e-03	6.055600e-04	1.422160e-03
65            	2.882940e-03	1.693590e-03	5.773440e-04	1.361000e-03
66            	2.733740e-03	1.615270e-03	5.504840e-04	1.302900e-03
67            	2.594130e-03	1.540640e-03	5.248950e-04	1.247460e-03
68            	2.463190e-03	1.469550e-03	5.005040e-04	1.194670e-03
69            	2.340230e-03	1.401760e-03	4.772570e-04	1.144250e-03
70            	2.224560e-03	1.337110e-03	4.550940e-04	1.096160e-03
71            	2.110380e-03	1.295370e-03	4.337470e-04	1.060160e-03
72            	1.991380e-03	1.220080e-03	4.126770e-04	1.004790e-03
73            	1.914270e-03	1.158840e-03	3.940340e-04	9.630460e-04
74            	1.827450e-03	1.103990e-03	3.761150e-04	9.232310e-04
75            	1.723590e-03	1.072300e-03	3.592530e-04	8.956830e-04
76            	1.635930e-03	1.010410e-03	3.420570e-04	8.496390e-04
77            	1.579260e-03	9.596560e-04	3.262440e-04	8.139830e-04
78            	1.487570e-03	9.274660e-04	3.110010e-04	7.882930e-04
79            	1.419090e-03	8.756760e-04	2.962110e-04	7.479320e-04
80            	1.371470e-03	8.324450e-04	2.828260e-04	7.174140e-04
81            	1.292970e-03	8.066550e-04	2.700050e-04	6.962480e-04
82            	1.233980e-03	7.611060e-04	2.571190e-04	6.603170e-04
83            	1.194240e-03	7.232140e-04	2.453920e-04	6.333720e-04
84            	1.127630e-03	7.013810e-04	2.341010e-04	6.146840e-04
85            	1.075360e-03	6.613740e-04	2.228890e-04	5.828030e-04
86            	1.040730e-03	6.285230e-04	2.127560e-04	5.592470e-04
87            	9.842370e-04	6.099930e-04	2.029760e-04	5.431160e-04
88            	9.390520e-04	5.750940e-04	1.932400e-04	5.145740e-04
89            	9.099790e-04	5.463990e-04	1.845010e-04	4.939640e-04
90            	8.612190e-04	5.308290e-04	1.760370e-04	4.799110e-04
91            	8.212730e-04	5.002270e-04	1.675820e-04	4.545930e-04
92            	7.957020e-04	4.753600e-04	1.600210e-04	4.365100e-04
93            	7.536620e-04	4.620740e-04	1.526420e-04	4.241310e-04
94            	7.186010e-04	4.353500e-04	1.453030e-04	4.014960e-04
95            	6.967010e-04	4.136630e-04	1.387950e-04	3.855980e-04
96            	6.603710e-04	4.024410e-04	1.324150e-04	3.747230e-04
97            	6.293040e-04	3.790030e-04	1.260590e-04	3.546500e-04
98            	6.097900e-04	3.601820e-04	1.204320e-04	3.406670e-04
99            	5.785690e-04	3.506260e-04	1.148780e-04	3.310570e-04
100           	5.512800e-04	3.301260e-04	1.093540e-04	3.131390e-04
101           	5.343370e-04	3.137540e-04	1.045010e-04	3.008510e-04
102           	5.074290e-04	3.056760e-04	9.969220e-05	2.923880e-04
103           	4.832280e-04	2.876830e-04	9.488910e-05	2.764690e-04
104           	4.680820e-04	2.734910e-04	9.069330e-05	2.656610e-04
105           	4.448130e-04	2.665950e-04	8.650860e-05	2.581960e-04
106           	4.234800e-04	2.508060e-04	8.232790e-05	2.439780e-04
107           	4.102190e-04	2.384570e-04	7.871350e-05	2.344690e-04
108           	3.900810e-04	2.326220e-04	7.509050e-05	2.278760e-04
109           	3.710790e-04	2.187430e-04	7.145580e-05	2.152520e-04
110           	3.592210e-04	2.080260e-04	6.833150e-05	2.069040e-04
111           	3.420220e-04	2.030600e-04	6.518630e-05	2.010630e-04
112           	3.252530e-04	1.908630e-04	6.201900e-05	1.898370e-04
113           	3.148700e-04	1.815580e-04	5.932660e-05	1.824990e-04
114           	3.000160e-04	1.773510e-04	5.660690e-05	1.773290e-04
115           	2.852330e-04	1.666220e-04	5.384840e-05	1.673810e-04
116           	2.759830e-04	1.585640e-04	5.152360e-05	1.609350e-04
117           	2.631280e-04	1.549630e-04	4.916150e-05	1.563600e-04
118           	2.501120e-04	1.455410e-04	4.675590e-05	1.475160e-04
119           	2.419880e-04	1.385520e-04	4.475150e-05	1.418550e-04
120           	2.308250e-04	1.354700e-04	4.270530e-05	1.378110e-04
121           	2.193350e-04	1.271940e-04	4.060850e-05	1.299680e-04
122           	2.120980e-04	1.211320e-04	3.887740e-05	1.249890e-04
123           	2.023970e-04	1.184680e-04	3.710050e-05	1.214160e-04
124           	1.922940e-04	1.112020e-04	3.527180e-05	1.144440e-04
125           	1.859200e-04	1.059420e-04	3.377750e-05	1.100710e-04
126           	1.774960e-04	1.036390e-04	3.223820e-05	1.069200e-04
127           	1.686160e-04	9.726060e-05	3.064290e-05	1.007370e-04
128           	1.629500e-04	9.269240e-05	2.935190e-05	9.689460e-05
129           	1.556160e-04	9.068670e-05	2.801530e-05	9.411700e-05
130           	1.478130e-04	8.508890e-05	2.662360e-05	8.862510e-05
131           	1.427950e-04	8.112240e-05	2.550950e-05	8.525520e-05
132           	1.364010e-04	7.937850e-05	2.435220e-05	8.281250e-05
133           	1.295470e-04	7.446630e-05	2.313810e-05	7.794340e-05
134           	1.251000e-04	7.102000e-05	2.217560e-05	7.498560e-05
135           	1.195170e-04	6.949330e-05	2.117180e-05	7.283430e-05
136           	1.135220e-04	6.518160e-05	2.011110e-05	6.851800e-05
137           	1.095980e-04	6.218600e-05	1.928060e-05	6.592490e-05
138           	1.053550e-04	5.962530e-05	1.843000e-05	6.326370e-05
139           	1.011970e-04	5.854760e-05	1.756940e-05	6.135720e-05
140           	9.549600e-05	5.468880e-05	1.668080e-05	5.768730e-05
141           	9.168820e-05	5.214070e-05	1.599370e-05	5.549580e-05
142           	8.817770e-05	4.995460e-05	1.528780e-05	5.323560e-05
143           	8.455670e-05	4.894500e-05	1.457400e-05	5.162630e-05
144           	7.992660e-05	4.577160e-05	1.383670e-05	4.849500e-05
145           	7.691190e-05	4.367890e-05	1.328040e-05	4.667250e-05
146           	7.396000e-05	4.185940e-05	1.270170e-05	4.478370e-05
147           	7.096100e-05	4.101970e-05	1.211200e-05	4.342680e-05
148           	6.706140e-05	3.834330e-05	1.149440e-05	4.076990e-05
149           	6.440510e-05	3.659710e-05	1.103080e-05	3.922970e-05
150           	6.192430e-05	3.506540e-05	1.054810e-05	3.763080e-05
151           	5.935070e-05	3.362510e-05	1.007100e-05	3.604380e-05
152           	5.723120e-05	3.289000e-05	9.589440e-06	3.490570e-05
153           	5.397100e-05	3.071350e-05	9.098880e-06	3.273810e-05
154           	5.161900e-05	2.934110e-05	8.742860e-06	3.152600e-05
155           	4.961460e-05	2.810800e-05	8.366550e-06	3.025400e-05
156           	4.755770e-05	2.693610e-05	7.990260e-06	2.897370e-05
157           	4.577970e-05	2.630090e-05	7.607880e-06	2.805560e-05
158           	4.320810e-05	2.457940e-05	7.216140e-06	2.628750e-05
159           	4.136430e-05	2.349640e-05	6.935770e-06	2.531440e-05
160           	3.976530e-05	2.250890e-05	6.637930e-06	2.429190e-05
161           	3.810860e-05	2.156410e-05	6.339140e-06	2.325920e-05
162           	3.646360e-05	2.064150e-05	6.047880e-06	2.225090e-05
163           	3.525760e-05	2.010950e-05	5.752310e-06	2.152350e-05
164           	3.326310e-05	1.880200e-05	5.455700e-06	2.015170e-05
165           	3.172750e-05	1.799880e-05	5.251320e-06	1.942410e-05
166           	3.047200e-05	1.724050e-05	5.030190e-06	1.864840e-05
167           	2.919580e-05	1.650440e-05	4.804860e-06	1.785200e-05
168           	2.793580e-05	1.578810e-05	4.583250e-06	1.706920e-05
169           	2.670500e-05	1.509560e-05	4.369190e-06	1.631310e-05
170           	2.551920e-05	1.442720e-05	4.163890e-06	1.559210e-05
171           	2.438620e-05	1.379550e-05	3.973080e-06	1.490370e-05
172           	2.330940e-05	1.319050e-05	3.793100e-06	1.425800e-05
173           	2.228570e-05	1.261020e-05	3.622470e-06	1.364150e-05
174           	2.130930e-05	1.205510e-05	3.459730e-06	1.305050e-05
175           	2.037750e-05	1.152460e-05	3.303970e-06	1.248340e-05
176           	1.948950e-05	1.101560e-05	3.153900e-06	1.193950e-05
177           	1.864210e-05	1.053050e-05	3.010820e-06	1.141590e-05
178           	1.783250e-05	1.006780e-05	2.874350e-06	1.091590e-05
179           	1.705840e-05	9.625260e-06	2.744170e-06	1.043800e-05
180           	1.631730e-05	9.201580e-06	2.619900e-06	9.980680e-06
181           	1.560720e-05	8.796030e-06	2.501210e-06	9.542840e-06
182           	1.492680e-05	8.407950e-06	2.387850e-06	9.123680e-06
183           	1.427540e-05	8.036680e-06	2.279590e-06	8.722540e-06
184           	1.365180e-05	7.681550e-06	2.176220e-06	8.338750e-06
185           	1.305500e-05	7.341890e-06	2.077530e-06	7.971620e-06
186           	1.248390e-05	7.017040e-06	1.983310e-06	7.620440e-06
187           	1.193750e-05	6.706410e-06	1.893350e-06	7.284510e-06
188           	1.141480e-05	6.409380e-06	1.807460e-06	6.963200e-06
189           	1.091480e-05	6.125360e-06	1.725440e-06	6.655860e-06
190           	1.043660e-05	5.853820e-06	1.647130e-06	6.361880e-06
191           	9.979070e-06	5.594190e-06	1.572350e-06	6.080690e-06
192           	9.541460e-06	5.345960e-06	1.500960e-06	5.811750e-06
193           	9.122780e-06	5.108630e-06	1.432790e-06	5.554540e-06
194           	8.722280e-06	4.881740e-06	1.367710e-06	5.308550e-06
195           	8.339180e-06	4.664830e-06	1.305580e-06	5.073320e-06
196           	7.972800e-06	4.457480e-06	1.246260e-06	4.848380e-06
197           	7.622430e-06	4.259260e-06	1.189620e-06	4.633320e-06
198           	7.287370e-06	4.069790e-06	1.135550e-06	4.427700e-06
199           	6.966930e-06	3.888690e-06	1.083930e-06	4.231130e-06
200           	6.660480e-06	3.715590e-06	1.034650e-06	4.043200e-06
201           	6.367490e-06	3.550130e-06	9.875950e-07	3.863540e-06
202           	6.087320e-06	3.391990e-06	9.426740e-07	3.691780e-06
203           	5.819380e-06	3.240830e-06	8.997880e-07	3.527590e-06
204           	5.563130e-06	3.096360e-06	8.588450e-07	3.370620e-06
205           	5.318240e-06	2.958280e-06	8.197580e-07	3.220580e-06
206           	5.084010e-06	2.826310e-06	7.824420e-07	3.077140e-06
207           	4.859990e-06	2.700180e-06	7.468200e-07	2.940030e-06
208           	4.645770e-06	2.579640e-06	7.128130e-07	2.808970e-06
209           	4.440860e-06	2.464430e-06	6.803430e-07	2.683700e-06
210           	4.244910e-06	2.354330e-06	6.493500e-07	2.563960e-06
211           	4.057570e-06	2.249120e-06	6.197630e-07	2.449530e-06
