# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
1             	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00
2             	7.020920e-02	5.356490e-01	2.344570e-01	5.486950e-01
3             	1.743000e-01	4.735220e-01	1.503590e-01	4.196560e-01
4             	9.354100e-02	3.393270e-01	1.040830e-01	2.790030e-01
5             	8.195600e-02	2.688490e-01	7.769030e-02	2.293860e-01
6             	1.174820e-01	2.229100e-01	5.986730e-02	2.149620e-01
7             	9.882590e-02	1.804010e-01	4.977070e-02	1.858640e-01
8             	8.268920e-02	1.497230e-01	4.367550e-02	1.465630e-01
9             	6.819790e-02	1.255660e-01	3.741860e-02	1.242690e-01
10            	6.196990e-02	1.084980e-01	3.134610e-02	1.129890e-01
11            	6.082990e-02	9.836430e-02	2.624270e-02	1.047150e-01
12            	6.095380e-02	8.955990e-02	2.276660e-02	9.332330e-02
13            	6.093690e-02	8.094760e-02	2.021230e-02	8.261280e-02
14            	5.858080e-02	7.379440e-02	1.805840e-02	7.480570e-02
15            	5.578260e-02	6.770860e-02	1.639750e-02	6.928690e-02
16            	4.917760e-02	6.258380e-02	1.523810e-02	6.512360e-02
17            	4.303240e-02	5.486170e-02	1.422550e-02	5.933150e-02
18            	4.041640e-02	4.914340e-02	1.301790e-02	5.304440e-02
19            	3.745310e-02	4.444400e-02	1.155720e-02	4.684700e-02
20            	3.888400e-02	4.056040e-02	1.059230e-02	4.374200e-02
21            	3.891740e-02	3.448640e-02	9.320020e-03	3.823130e-02
22            	3.923070e-02	3.043480e-02	7.921070e-03	3.306390e-02
23            	3.901930e-02	2.788350e-02	6.647130e-03	2.906530e-02
24            	3.865010e-02	2.488510e-02	5.839850e-03	2.448950e-02
25            	3.829750e-02	2.248160e-02	5.202940e-03	2.149830e-02
26            	3.712390e-02	2.057480e-02	4.674360e-03	1.980650e-02
27            	3.555840e-02	1.884980e-02	4.268060e-03	1.854090e-02
28            	3.377960e-02	1.706930e-02	3.975110e-03	1.702080e-02
29            	3.213140e-02	1.559510e-02	3.722500e-03	1.565480e-02
30            	3.053190e-02	1.431770e-02	3.468740e-03	1.418480e-02
31            	2.950000e-02	1.337230e-02	3.231400e-03	1.335550e-02
32            	2.861260e-02	1.269450e-02	3.053910e-03	1.269990e-02
33            	2.750190e-02	1.211470e-02	2.929940e-03	1.209780e-02
34            	2.670360e-02	1.164030e-02	2.812900e-03	1.180190e-02
35            	2.599840e-02	1.119530e-02	2.697670e-03	1.138140e-02
36            	2.554250e-02	1.074850e-02	2.595100e-03	1.077480e-02
37            	2.530410e-02	1.019660e-02	2.493100e-03	1.007500e-02
38            	2.535740e-02	9.540550e-03	2.394340e-03	9.395320e-03
39            	2.543210e-02	8.897550e-03	2.284570e-03	8.711740e-03
40            	2.540230e-02	8.326200e-03	2.149950e-03	8.046120e-03
41            	2.453660e-02	7.834240e-03	2.006830e-03	7.360370e-03
42            	2.265180e-02	7.351260e-03	1.862440e-03	6.873740e-03
43            	2.064900e-02	6.897610e-03	1.729510e-03	6.491920e-03
44            	1.899210e-02	6.407440e-03	1.618410e-03	6.326000e-03
45            	1.773780e-02	5.925240e-03	1.527990e-03	6.139170e-03
46            	1.615280e-02	5.590020e-03	1.448370e-03	5.815200e-03
47            	1.524690e-02	5.395810e-03	1.383960e-03	5.720440e-03
48            	1.481040e-02	5.307790e-03	1.346010e-03	5.617000e-03
49            	1.437480e-02	5.186290e-03	1.330770e-03	5.486630e-03
50            	1.423540e-02	4.954050e-03	1.330050e-03	5.230600e-03
51            	1.418040e-02	4.795320e-03	1.323890e-03	5.032870e-03
52            	1.357020e-02	4.789240e-03	1.308780e-03	5.003010e-03
53            	1.309640e-02	4.813650e-03	1.272790e-03	4.995690e-03
54            	1.235760e-02	4.901380e-03	1.228830e-03	4.958230e-03
55            	1.170350e-02	4.983730e-03	1.191860e-03	4.832680e-03
56            	1.141820e-02	5.094410e-03	1.160560e-03	4.664640e-03
57            	1.134720e-02	5.064080e-03	1.155420e-03	4.486150e-03
58            	1.175050e-02	5.020180e-03	1.141340e-03	4.338660e-03
59            	1.222240e-02	4.957050e-03	1.112010e-03	4.178370e-03
60            	1.255660e-02	4.852290e-03	1.080510e-03	4.003400e-03
61            	1.251380e-02	4.714790e-03	1.051450e-03	3.886590e-03
62            	1.221490e-02	4.573560e-03	1.038730e-03	3.892780e-03
63            	1.180590e-02	4.534540e-03	1.031110e-03	3.978410e-03
64            	1.127160e-02	4.578580e-03	1.026750e-03	4.100800e-03
