# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
1             	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00
2             	8.075720e-02	5.392110e-01	2.329320e-01	5.527770e-01
3             	2.040520e-01	4.805560e-01	1.528230e-01	4.289000e-01
4             	9.195280e-02	3.419870e-01	1.064910e-01	2.857510e-01
5             	8.350030e-02	2.731080e-01	7.899730e-02	2.361040e-01
6             	1.239480e-01	2.279950e-01	6.064090e-02	2.177060e-01
7             	9.282480e-02	1.851180e-01	5.062000e-02	1.867950e-01
8             	7.931480e-02	1.519770e-01	4.457850e-02	1.476140e-01
9             	6.744420e-02	1.262340e-01	3.811740e-02	1.259470e-01
10            	6.226510e-02	1.093230e-01	3.178650e-02	1.149440e-01
11            	6.351090e-02	1.026120e-01	2.650080e-02	1.075910e-01
12            	6.271510e-02	9.167320e-02	2.318510e-02	9.408870e-02
13            	6.087990e-02	8.224530e-02	2.054480e-02	8.218340e-02
14            	5.943970e-02	7.529010e-02	1.839360e-02	7.477480e-02
15            	5.511800e-02	6.968750e-02	1.683980e-02	6.992490e-02
16            	4.977650e-02	6.388360e-02	1.572750e-02	6.598430e-02
17            	4.501030e-02	5.748590e-02	1.475180e-02	6.110680e-02
18            	4.444240e-02	5.147420e-02	1.349780e-02	5.594560e-02
19            	4.076720e-02	4.662150e-02	1.207990e-02	4.937540e-02
20            	4.208000e-02	4.244090e-02	1.131860e-02	4.580890e-02
21            	4.245970e-02	3.670280e-02	9.888620e-03	4.048500e-02
22            	4.291620e-02	3.288970e-02	8.301990e-03	3.499100e-02
23            	4.251740e-02	2.960200e-02	7.050690e-03	3.007200e-02
24            	4.336620e-02	2.688720e-02	6.225270e-03	2.615590e-02
25            	4.356100e-02	2.477380e-02	5.575340e-03	2.405940e-02
26            	4.257640e-02	2.308780e-02	5.038960e-03	2.284620e-02
27            	4.139530e-02	2.137810e-02	4.660080e-03	2.162910e-02
28            	3.971600e-02	1.964160e-02	4.412050e-03	1.996990e-02
29            	3.792640e-02	1.813520e-02	4.247650e-03	1.836280e-02
30            	3.654120e-02	1.671210e-02	4.101380e-03	1.691200e-02
31            	3.571860e-02	1.603380e-02	3.967560e-03	1.644210e-02
32            	3.541580e-02	1.602190e-02	3.858130e-03	1.643960e-02
33            	3.409350e-02	1.603230e-02	3.741240e-03	1.630810e-02
34            	3.309470e-02	1.542930e-02	3.594140e-03	1.534130e-02
35            	3.257740e-02	1.485690e-02	3.444590e-03	1.428160e-02
36            	3.307340e-02	1.419700e-02	3.315640e-03	1.321660e-02
37            	3.368650e-02	1.334160e-02	3.198910e-03	1.223470e-02
38            	3.392730e-02	1.213230e-02	3.073010e-03	1.119820e-02
39            	3.392280e-02	1.132570e-02	2.930750e-03	1.071260e-02
40            	3.307200e-02	1.074710e-02	2.764180e-03	1.030610e-02
41            	3.175830e-02	1.059310e-02	2.616420e-03	1.060820e-02
42            	3.007240e-02	1.002560e-02	2.506670e-03	1.040230e-02
43            	2.780720e-02	1.005260e-02	2.441250e-03	1.066380e-02
44            	2.657460e-02	1.003860e-02	2.432990e-03	1.065520e-02
45            	2.598650e-02	1.004790e-02	2.453170e-03	1.046860e-02
46            	2.569370e-02	1.013870e-02	2.524330e-03	1.032870e-02
47            	2.613220e-02	1.007860e-02	2.676140e-03	1.016940e-02
48            	2.757710e-02	1.023210e-02	2.848250e-03	1.029050e-02
