# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
1             	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00
2             	1.240260e-01	5.459690e-01	2.306130e-01	5.605210e-01
3             	1.570860e-01	4.936580e-01	1.579940e-01	4.438650e-01
4             	9.638730e-02	3.495060e-01	1.143320e-01	3.081600e-01
5             	8.999500e-02	2.798010e-01	8.606650e-02	2.599030e-01
6             	1.375150e-01	2.365320e-01	6.735470e-02	2.311160e-01
7             	9.256710e-02	1.985610e-01	5.651660e-02	2.005620e-01
8             	8.070950e-02	1.663430e-01	5.020610e-02	1.609520e-01
9             	7.112130e-02	1.389540e-01	4.284830e-02	1.386870e-01
10            	6.428650e-02	1.193820e-01	3.569530e-02	1.265940e-01
11            	6.401890e-02	1.094290e-01	2.976930e-02	1.149030e-01
12            	6.413770e-02	1.013410e-01	2.585300e-02	1.020310e-01
13            	6.468530e-02	9.167220e-02	2.270560e-02	9.107170e-02
14            	6.156970e-02	8.190430e-02	2.037040e-02	8.171650e-02
15            	5.506590e-02	7.530150e-02	1.837710e-02	7.726410e-02
16            	4.803870e-02	6.620080e-02	1.710950e-02	7.163300e-02
17            	4.550180e-02	5.988650e-02	1.595290e-02	6.687210e-02
18            	4.378890e-02	5.555560e-02	1.447920e-02	6.139530e-02
19            	4.290910e-02	5.278330e-02	1.332860e-02	5.840920e-02
20            	4.422360e-02	4.713700e-02	1.205840e-02	5.232260e-02
21            	4.669940e-02	4.259460e-02	1.041920e-02	4.528080e-02
22            	4.688450e-02	3.830520e-02	8.922170e-03	3.876710e-02
23            	4.742100e-02	3.504520e-02	7.877880e-03	3.442250e-02
24            	4.765240e-02	3.256190e-02	7.154680e-03	3.208940e-02
25            	4.672430e-02	3.027520e-02	6.611970e-03	3.050830e-02
26            	4.752230e-02	2.865830e-02	6.273000e-03	2.901560e-02
27            	4.455600e-02	2.674680e-02	6.185210e-03	2.750010e-02
28            	4.343060e-02	2.587140e-02	6.184410e-03	2.674370e-02
29            	4.344720e-02	2.550150e-02	6.141030e-03	2.683680e-02
30            	4.479700e-02	2.531590e-02	6.004080e-03	2.655650e-02
31            	4.532860e-02	2.574880e-02	5.716350e-03	2.648090e-02
32            	4.617670e-02	2.475780e-02	5.573770e-03	2.480430e-02
33            	4.789260e-02	2.353970e-02	5.511110e-03	2.328890e-02
34            	5.008470e-02	2.259790e-02	5.515790e-03	2.235020e-02
35            	5.365030e-02	2.261590e-02	5.562570e-03	2.218200e-02
36            	5.734770e-02	2.328020e-02	5.803770e-03	2.324250e-02
37            	6.047030e-02	2.499520e-02	6.174800e-03	2.539060e-02
38            	6.217010e-02	2.623810e-02	6.512730e-03	2.735390e-02
39            	6.153730e-02	2.682420e-02	6.809590e-03	2.856650e-02
40            	5.968390e-02	2.728200e-02	7.033370e-03	2.924330e-02
41            	6.261780e-02	2.784950e-02	7.426450e-03	3.039080e-02
42            	6.610050e-02	2.803820e-02	7.882350e-03	3.141280e-02
43            	6.717340e-02	2.936930e-02	8.155130e-03	3.251050e-02
44            	6.696910e-02	3.064000e-02	8.084430e-03	3.167250e-02
45            	6.243860e-02	3.218480e-02	7.822200e-03	3.059070e-02
46            	5.819390e-02	3.149770e-02	7.483110e-03	2.885150e-02
47            	5.611010e-02	3.038800e-02	7.171550e-03	2.748080e-02
48            	5.861260e-02	2.902360e-02	6.926030e-03	2.643650e-02
49            	5.984780e-02	2.746110e-02	6.739620e-03	2.522910e-02
50            	5.771220e-02	2.632100e-02	6.428110e-03	2.403670e-02
51            	5.536760e-02	2.524520e-02	6.072100e-03	2.238790e-02
52            	5.278880e-02	2.426800e-02	5.733040e-03	2.099410e-02
53            	5.114030e-02	2.412690e-02	5.596810e-03	2.070900e-02
54            	5.111940e-02	2.463770e-02	5.704280e-03	2.167550e-02
55            	5.296810e-02	2.543580e-02	5.919020e-03	2.325020e-02
56            	5.484920e-02	2.656810e-02	6.171980e-03	2.503630e-02
57            	5.537690e-02	2.781880e-02	6.398300e-03	2.678850e-02
