# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
1             	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00
2             	1.445380e-01	5.464830e-01	2.244470e-01	5.624070e-01
3             	3.050590e-02	4.923020e-01	1.551460e-01	4.544170e-01
4             	4.820430e-02	3.288120e-01	9.934610e-02	2.927730e-01
5             	1.258440e-01	2.634940e-01	7.089580e-02	2.470270e-01
6             	1.443900e-01	2.183230e-01	5.404970e-02	2.094760e-01
7             	1.195250e-01	1.723790e-01	4.430820e-02	1.682390e-01
8             	1.437830e-01	1.343620e-01	3.879910e-02	1.354150e-01
9             	9.850930e-02	1.081690e-01	3.278650e-02	1.058980e-01
10            	7.566150e-02	9.805880e-02	2.625270e-02	9.125920e-02
11            	6.295940e-02	8.907300e-02	2.103620e-02	8.330360e-02
12            	5.488470e-02	7.706760e-02	1.773350e-02	7.478740e-02
13            	4.877840e-02	6.497460e-02	1.512880e-02	6.605790e-02
14            	4.527370e-02	5.726530e-02	1.336290e-02	5.892570e-02
15            	4.415310e-02	5.268300e-02	1.225480e-02	5.451800e-02
16            	4.577360e-02	4.851130e-02	1.113300e-02	5.008720e-02
17            	4.678570e-02	4.293920e-02	1.011220e-02	4.507330e-02
18            	4.661860e-02	3.946920e-02	9.138890e-03	3.949230e-02
19            	4.556500e-02	3.536250e-02	8.107850e-03	3.525370e-02
20            	4.498220e-02	3.206160e-02	7.188940e-03	3.193300e-02
21            	4.558350e-02	2.922020e-02	6.409350e-03	2.959800e-02
22            	4.562810e-02	2.612500e-02	5.844700e-03	2.803090e-02
23            	4.557050e-02	2.426800e-02	5.379580e-03	2.618040e-02
24            	4.519350e-02	2.289900e-02	4.970680e-03	2.424720e-02
25            	4.465360e-02	2.226250e-02	4.588810e-03	2.259170e-02
26            	4.352530e-02	2.075700e-02	4.266690e-03	2.134750e-02
27            	4.274360e-02	1.950040e-02	3.974460e-03	2.101110e-02
28            	4.244260e-02	1.846660e-02	3.755890e-03	2.003310e-02
29            	4.238560e-02	1.765950e-02	3.587590e-03	1.892720e-02
30            	4.215210e-02	1.700160e-02	3.427430e-03	1.836800e-02
31            	4.238140e-02	1.625480e-02	3.309640e-03	1.808400e-02
32            	4.251530e-02	1.561950e-02	3.218110e-03	1.754150e-02
33            	4.262560e-02	1.519350e-02	3.177640e-03	1.713660e-02
34            	4.309270e-02	1.518150e-02	3.181130e-03	1.690930e-02
35            	4.431880e-02	1.524950e-02	3.218840e-03	1.684260e-02
36            	4.539520e-02	1.495850e-02	3.303210e-03	1.663300e-02
37            	4.590470e-02	1.511510e-02	3.363920e-03	1.646510e-02
38            	4.538440e-02	1.486950e-02	3.400350e-03	1.625410e-02
39            	4.453540e-02	1.430640e-02	3.381220e-03	1.592340e-02
40            	4.329110e-02	1.378030e-02	3.290740e-03	1.568320e-02
41            	4.093640e-02	1.331190e-02	3.210140e-03	1.538890e-02
42            	3.816010e-02	1.308790e-02	3.119100e-03	1.474310e-02
43            	3.586590e-02	1.299970e-02	3.036800e-03	1.380070e-02
44            	3.421760e-02	1.299940e-02	2.924090e-03	1.299410e-02
45            	3.294210e-02	1.309530e-02	2.775350e-03	1.248270e-02
46            	3.393720e-02	1.292130e-02	2.672140e-03	1.234980e-02
47            	3.476520e-02	1.289180e-02	2.659410e-03	1.206660e-02
48            	3.538210e-02	1.292760e-02	2.732730e-03	1.223750e-02
49            	3.581700e-02	1.350180e-02	2.868440e-03	1.279340e-02
50            	3.671000e-02	1.385380e-02	3.031700e-03	1.380530e-02
51            	3.850820e-02	1.427440e-02	3.129480e-03	1.458090e-02
52            	3.945030e-02	1.452820e-02	3.185290e-03	1.515610e-02
53            	3.934570e-02	1.489850e-02	3.183130e-03	1.551890e-02
54            	3.864270e-02	1.523830e-02	3.239340e-03	1.563190e-02
55            	3.755840e-02	1.557880e-02	3.407370e-03	1.574800e-02
56            	3.702450e-02	1.606480e-02	3.665620e-03	1.620090e-02
57            	3.768800e-02	1.683220e-02	4.007520e-03	1.706610e-02
58            	3.957580e-02	1.760580e-02	4.400480e-03	1.786350e-02
59            	4.232060e-02	1.812010e-02	4.788120e-03	1.881790e-02
60            	4.555440e-02	1.845440e-02	5.153590e-03	1.956680e-02
