# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
1             	1.000000e+00	5.494920e-01	1.000000e+00	5.026410e-01
2             	5.024140e-01	6.005200e-01	2.571080e-01	5.964730e-01
3             	4.900150e-02	4.904450e-01	1.607790e-01	4.603950e-01
4             	5.574250e-02	3.316050e-01	1.067080e-01	2.992930e-01
5             	8.650690e-02	2.559250e-01	8.187340e-02	2.378430e-01
6             	1.185500e-01	2.168870e-01	6.615770e-02	2.083520e-01
7             	1.299630e-01	1.848480e-01	5.687990e-02	1.773700e-01
8             	1.204710e-01	1.550280e-01	5.075030e-02	1.480010e-01
9             	1.079520e-01	1.300970e-01	4.460500e-02	1.182420e-01
10            	8.192860e-02	1.210850e-01	3.790840e-02	1.078080e-01
11            	6.555390e-02	1.120780e-01	3.199850e-02	1.033840e-01
12            	6.018320e-02	9.931550e-02	2.720430e-02	9.340280e-02
13            	5.839230e-02	8.516270e-02	2.389030e-02	8.121550e-02
14            	6.039740e-02	7.465760e-02	2.179100e-02	7.212400e-02
15            	6.605340e-02	6.758290e-02	2.017320e-02	6.604980e-02
16            	7.062560e-02	6.336780e-02	1.847770e-02	6.067270e-02
17            	7.336200e-02	6.048250e-02	1.683740e-02	5.675240e-02
18            	7.625310e-02	5.778640e-02	1.514240e-02	5.424860e-02
19            	7.712880e-02	5.497800e-02	1.345500e-02	5.231350e-02
20            	7.599320e-02	5.254810e-02	1.216310e-02	5.043840e-02
21            	7.375230e-02	5.051330e-02	1.124410e-02	4.872550e-02
22            	7.421610e-02	4.907390e-02	1.065070e-02	4.730430e-02
23            	7.763640e-02	4.795010e-02	1.040760e-02	4.586330e-02
24            	8.103730e-02	4.660770e-02	1.021620e-02	4.478680e-02
25            	8.275170e-02	4.563920e-02	1.017870e-02	4.419090e-02
26            	8.393360e-02	4.465210e-02	1.012830e-02	4.349940e-02
27            	8.164100e-02	4.417830e-02	1.021500e-02	4.400690e-02
28            	7.892080e-02	4.395190e-02	1.035420e-02	4.486730e-02
29            	7.908310e-02	4.372040e-02	1.045370e-02	4.489260e-02
30            	8.001280e-02	4.380050e-02	1.035640e-02	4.453960e-02
31            	7.958580e-02	4.368740e-02	1.012900e-02	4.389480e-02
32            	8.032200e-02	4.347560e-02	9.830100e-03	4.251160e-02
33            	8.075280e-02	4.368420e-02	9.810140e-03	4.163000e-02
34            	8.000630e-02	4.451260e-02	1.029420e-02	4.194910e-02
35            	8.049750e-02	4.608350e-02	1.090720e-02	4.353080e-02
36            	7.985820e-02	4.786110e-02	1.160040e-02	4.607130e-02
37            	7.970860e-02	4.891160e-02	1.193590e-02	4.816130e-02
38            	7.970270e-02	4.995020e-02	1.215840e-02	4.955040e-02
39            	8.085570e-02	5.211330e-02	1.251140e-02	5.158760e-02
40            	8.182550e-02	5.503890e-02	1.293960e-02	5.521460e-02
41            	8.153290e-02	5.785210e-02	1.361130e-02	5.923990e-02
42            	8.333450e-02	5.971830e-02	1.468580e-02	6.414610e-02
43            	8.625000e-02	6.036910e-02	1.590850e-02	6.760470e-02
44            	8.810580e-02	6.132970e-02	1.649140e-02	6.890220e-02
45            	8.757210e-02	6.220580e-02	1.672210e-02	6.663100e-02
46            	8.364990e-02	6.266850e-02	1.661860e-02	6.336890e-02
47            	8.050710e-02	6.172190e-02	1.606790e-02	6.003080e-02
48            	8.094110e-02	5.897820e-02	1.514140e-02	5.686040e-02
49            	8.184760e-02	5.547500e-02	1.387500e-02	5.370250e-02
50            	8.018720e-02	5.181470e-02	1.261180e-02	4.954900e-02
51            	7.666630e-02	4.849200e-02	1.164300e-02	4.549040e-02
52            	7.132030e-02	4.536220e-02	1.077700e-02	4.211940e-02
53            	6.956560e-02	4.293490e-02	1.006190e-02	4.077810e-02
54            	6.862280e-02	4.196570e-02	9.722090e-03	4.035040e-02
55            	6.719780e-02	4.135420e-02	9.464010e-03	3.952600e-02
56            	6.561210e-02	4.058280e-02	9.194360e-03	3.897950e-02
57            	6.447490e-02	3.901100e-02	8.862240e-03	3.779680e-02
58            	6.258990e-02	3.789510e-02	8.728300e-03	3.664890e-02
59            	6.111240e-02	3.705040e-02	8.737540e-03	3.591720e-02
60            	6.036670e-02	3.684540e-02	8.917780e-03	3.599050e-02
61            	5.997360e-02	3.744780e-02	9.076670e-03	3.647320e-02
62            	6.041530e-02	3.825570e-02	9.184800e-03	3.787280e-02
63            	6.107690e-02	3.942300e-02	9.444810e-03	4.013280e-02
64            	6.194530e-02	4.050640e-02	9.656540e-03	4.217750e-02
65            	6.256800e-02	4.115530e-02	9.899780e-03	4.343390e-02
66            	6.332460e-02	4.214050e-02	1.032380e-02	4.416990e-02
67            	6.542970e-02	4.383160e-02	1.080210e-02	4.476430e-02
68            	6.880640e-02	4.559290e-02	1.117520e-02	4.532050e-02
69            	7.263630e-02	4.738520e-02	1.158200e-02	4.620240e-02
70            	7.639560e-02	4.981890e-02	1.200790e-02	4.819850e-02
71            	8.068640e-02	5.168090e-02	1.240050e-02	5.036920e-02
72            	8.505870e-02	5.396550e-02	1.281830e-02	5.285630e-02
73            	8.817010e-02	5.677570e-02	1.358130e-02	5.652410e-02
74            	9.011670e-02	5.990480e-02	1.496990e-02	6.129040e-02
75            	9.245480e-02	6.402400e-02	1.686680e-02	6.681760e-02
76            	9.367620e-02	6.875740e-02	1.868100e-02	7.279810e-02
77            	9.263310e-02	7.358490e-02	1.972980e-02	7.853890e-02
78            	9.118830e-02	7.499230e-02	1.997230e-02	8.011900e-02
79            	8.996590e-02	7.249900e-02	1.964820e-02	7.716700e-02
80            	8.832880e-02	6.932910e-02	1.918140e-02	7.437780e-02
81            	8.793900e-02	6.759940e-02	1.852070e-02	7.133330e-02
82            	8.712380e-02	6.567690e-02	1.767830e-02	6.802510e-02
83            	8.386550e-02	6.316740e-02	1.699290e-02	6.562870e-02
84            	8.056420e-02	6.134470e-02	1.613620e-02	6.438620e-02
85            	7.948270e-02	5.910550e-02	1.522860e-02	6.144150e-02
86            	7.912550e-02	5.707670e-02	1.435550e-02	5.808440e-02
87            	7.907820e-02	5.532270e-02	1.374430e-02	5.567400e-02
88            	8.001970e-02	5.485630e-02	1.354360e-02	5.478070e-02
89            	8.144030e-02	5.587900e-02	1.381830e-02	5.571690e-02
90            	8.376150e-02	5.851210e-02	1.435440e-02	5.745880e-02
91            	8.432660e-02	6.149000e-02	1.540300e-02	6.138420e-02
92            	8.359650e-02	6.518580e-02	1.717410e-02	6.745440e-02
93            	8.575670e-02	6.978500e-02	1.916520e-02	7.442890e-02
94            	8.646270e-02	7.469010e-02	2.003360e-02	7.784920e-02
95            	8.752500e-02	7.645640e-02	1.963440e-02	7.798380e-02
96            	8.467100e-02	7.479390e-02	1.865170e-02	7.592290e-02
97            	8.486520e-02	7.016570e-02	1.729700e-02	7.166810e-02
98            	8.195690e-02	6.570360e-02	1.609640e-02	6.579510e-02
99            	7.826720e-02	6.333550e-02	1.525750e-02	6.284920e-02
