# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
1             	1.000000e+00	1.228620e-01	1.000000e+00	8.963790e-02
2             	6.529600e-02	5.602980e-01	2.995580e-01	5.862970e-01
3             	2.462180e-02	3.929180e-01	1.434060e-01	4.173250e-01
4             	4.380870e-02	2.784750e-01	8.917080e-02	2.849650e-01
5             	1.656550e-01	2.435330e-01	6.863240e-02	2.421550e-01
6             	1.147680e-01	2.137380e-01	5.312430e-02	1.945990e-01
7             	9.333090e-02	1.760270e-01	4.404470e-02	1.609920e-01
8             	1.251020e-01	1.367280e-01	3.707840e-02	1.345940e-01
9             	7.260970e-02	1.091260e-01	3.015860e-02	1.081160e-01
10            	5.414250e-02	9.125540e-02	2.383810e-02	8.530450e-02
11            	4.262150e-02	7.799350e-02	1.977620e-02	7.365810e-02
12            	3.877310e-02	6.833710e-02	1.696390e-02	6.491300e-02
13            	3.689320e-02	6.003760e-02	1.512750e-02	5.650020e-02
14            	3.536250e-02	5.296180e-02	1.382810e-02	4.940390e-02
15            	3.471400e-02	4.741080e-02	1.278010e-02	4.451390e-02
16            	3.457870e-02	4.270550e-02	1.179870e-02	4.017530e-02
17            	3.474610e-02	3.871510e-02	1.080290e-02	3.592940e-02
18            	3.486050e-02	3.522580e-02	9.830280e-03	3.221180e-02
19            	3.477960e-02	3.194400e-02	8.918560e-03	2.915190e-02
20            	3.515470e-02	2.891740e-02	8.082450e-03	2.660360e-02
21            	3.639320e-02	2.631260e-02	7.348200e-03	2.425040e-02
22            	3.839630e-02	2.405100e-02	6.733100e-03	2.216330e-02
23            	4.104540e-02	2.208120e-02	6.238270e-03	2.039660e-02
24            	4.396000e-02	2.032690e-02	5.813160e-03	1.894500e-02
25            	4.668490e-02	1.871790e-02	5.436530e-03	1.773570e-02
26            	4.312590e-02	1.727610e-02	5.095190e-03	1.663340e-02
27            	3.942360e-02	1.600680e-02	4.758050e-03	1.553730e-02
28            	3.649460e-02	1.497590e-02	4.461690e-03	1.460320e-02
29            	3.390830e-02	1.411900e-02	4.196400e-03	1.380630e-02
30            	3.170740e-02	1.334470e-02	3.955480e-03	1.312800e-02
31            	2.991660e-02	1.260230e-02	3.746600e-03	1.248140e-02
32            	2.830470e-02	1.190420e-02	3.564470e-03	1.188700e-02
