# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
1             	1.000000e+00	3.186580e-01	1.000000e+00	2.474220e-01
2             	1.490210e-01	5.807950e-01	2.981500e-01	6.067500e-01
3             	3.721600e-02	4.485010e-01	1.499290e-01	4.683330e-01
4             	5.135280e-02	3.106950e-01	9.567650e-02	3.102920e-01
5             	1.246070e-01	2.661510e-01	7.327950e-02	2.519580e-01
6             	1.693900e-01	2.276510e-01	5.842550e-02	2.015050e-01
7             	1.294410e-01	1.851220e-01	4.926100e-02	1.616600e-01
8             	1.087930e-01	1.448060e-01	4.219530e-02	1.373490e-01
9             	6.644740e-02	1.150580e-01	3.418340e-02	1.121860e-01
10            	5.280920e-02	1.014260e-01	2.759670e-02	9.251260e-02
11            	4.457020e-02	8.973600e-02	2.314900e-02	7.961820e-02
12            	4.110600e-02	7.872740e-02	1.992610e-02	6.918610e-02
13            	3.938840e-02	6.808410e-02	1.766770e-02	5.928450e-02
14            	3.894080e-02	5.998570e-02	1.607940e-02	5.228100e-02
15            	3.982410e-02	5.289920e-02	1.470440e-02	4.736530e-02
16            	4.140590e-02	4.714800e-02	1.334140e-02	4.309930e-02
17            	4.346080e-02	4.246500e-02	1.205430e-02	3.938080e-02
18            	4.584300e-02	3.849850e-02	1.089730e-02	3.628290e-02
19            	4.830500e-02	3.538210e-02	9.828430e-03	3.382910e-02
20            	4.983690e-02	3.279800e-02	8.906540e-03	3.189160e-02
21            	5.207580e-02	3.044100e-02	8.127370e-03	3.021300e-02
22            	5.447450e-02	2.855900e-02	7.524590e-03	2.870400e-02
23            	5.817680e-02	2.679370e-02	7.027080e-03	2.707140e-02
24            	5.427190e-02	2.532000e-02	6.788230e-03	2.579570e-02
25            	4.867970e-02	2.380960e-02	6.525860e-03	2.454500e-02
26            	4.486090e-02	2.259270e-02	6.343050e-03	2.352490e-02
27            	4.233090e-02	2.139090e-02	6.131810e-03	2.281280e-02
28            	4.001740e-02	2.040320e-02	5.989570e-03	2.223120e-02
29            	3.820870e-02	1.965470e-02	5.874240e-03	2.159610e-02
30            	3.699190e-02	1.920850e-02	5.893540e-03	2.134950e-02
