# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
1             	1.000000e+00	1.893130e-01	1.000000e+00	1.410080e-01
2             	9.242940e-02	5.714310e-01	2.983740e-01	5.975340e-01
3             	2.941780e-02	4.217170e-01	1.454350e-01	4.442560e-01
4             	4.735640e-02	2.948200e-01	9.101180e-02	2.963930e-01
5             	1.588390e-01	2.536920e-01	7.038450e-02	2.481240e-01
6             	1.317200e-01	2.234950e-01	5.503350e-02	1.974690e-01
7             	1.044030e-01	1.806200e-01	4.616470e-02	1.630430e-01
8             	1.243880e-01	1.377050e-01	3.897900e-02	1.360210e-01
9             	6.826100e-02	1.091500e-01	3.149940e-02	1.094640e-01
10            	5.127260e-02	9.310210e-02	2.497370e-02	8.795020e-02
11            	4.131480e-02	8.079590e-02	2.079350e-02	7.588880e-02
12            	3.792900e-02	7.129540e-02	1.780330e-02	6.641080e-02
13            	3.620180e-02	6.242530e-02	1.588450e-02	5.721520e-02
14            	3.569140e-02	5.493700e-02	1.452030e-02	5.020730e-02
15            	3.664320e-02	4.970640e-02	1.351050e-02	4.585560e-02
16            	3.702310e-02	4.444640e-02	1.236690e-02	4.116990e-02
17            	3.733510e-02	3.981560e-02	1.120150e-02	3.682130e-02
18            	3.762590e-02	3.584990e-02	1.012790e-02	3.354290e-02
19            	3.812080e-02	3.202280e-02	9.185120e-03	3.075570e-02
20            	3.884880e-02	2.880910e-02	8.301140e-03	2.791630e-02
21            	4.039440e-02	2.622630e-02	7.490690e-03	2.534010e-02
22            	4.269460e-02	2.414440e-02	6.820170e-03	2.322830e-02
23            	4.567180e-02	2.248530e-02	6.301860e-03	2.168670e-02
24            	4.937920e-02	2.110240e-02	5.909450e-03	2.049610e-02
25            	4.804860e-02	1.992810e-02	5.616940e-03	1.956690e-02
26            	4.267700e-02	1.880400e-02	5.352320e-03	1.869430e-02
27            	3.878910e-02	1.774600e-02	5.120470e-03	1.789180e-02
28            	3.599290e-02	1.676770e-02	4.868740e-03	1.707050e-02
29            	3.397310e-02	1.577430e-02	4.595220e-03	1.619130e-02
30            	3.225420e-02	1.479710e-02	4.340120e-03	1.537090e-02
31            	3.045720e-02	1.399590e-02	4.157270e-03	1.470720e-02
32            	2.879920e-02	1.324210e-02	3.986200e-03	1.405210e-02
33            	2.744890e-02	1.259390e-02	3.854590e-03	1.347990e-02
34            	2.631700e-02	1.203820e-02	3.758970e-03	1.303790e-02
35            	2.544990e-02	1.159060e-02	3.697720e-03	1.270980e-02
36            	2.492820e-02	1.125770e-02	3.648730e-03	1.247480e-02
37            	2.449580e-02	1.103990e-02	3.608750e-03	1.236320e-02
38            	2.403550e-02	1.090100e-02	3.573500e-03	1.229730e-02
39            	2.349670e-02	1.081630e-02	3.525790e-03	1.221400e-02
40            	2.289480e-02	1.073080e-02	3.463140e-03	1.206180e-02
41            	2.229830e-02	1.062570e-02	3.392360e-03	1.181930e-02
42            	2.171150e-02	1.047890e-02	3.300420e-03	1.150170e-02
43            	2.113420e-02	1.029280e-02	3.195170e-03	1.110870e-02
44            	2.054610e-02	1.009920e-02	3.081300e-03	1.067520e-02
45            	2.001570e-02	9.862820e-03	2.954800e-03	1.024580e-02
46            	1.950270e-02	9.604820e-03	2.830610e-03	9.859470e-03
47            	1.903910e-02	9.352880e-03	2.716620e-03	9.506870e-03
48            	1.858090e-02	9.124410e-03	2.623200e-03	9.240790e-03
49            	1.809060e-02	8.916630e-03	2.538570e-03	9.058350e-03
50            	1.745880e-02	8.639040e-03	2.451940e-03	8.837410e-03
51            	1.680590e-02	8.318810e-03	2.374170e-03	8.600130e-03
52            	1.608990e-02	8.009720e-03	2.299060e-03	8.376960e-03
53            	1.531980e-02	7.726180e-03	2.232070e-03	8.147430e-03
54            	1.456420e-02	7.509790e-03	2.171250e-03	7.903620e-03
55            	1.376460e-02	7.434790e-03	2.117400e-03	7.758650e-03
56            	1.310730e-02	7.293340e-03	2.060330e-03	7.558830e-03
57            	1.254080e-02	7.122150e-03	2.011850e-03	7.344450e-03
58            	1.214540e-02	7.034920e-03	1.965190e-03	7.111160e-03
59            	1.193740e-02	6.994130e-03	1.927430e-03	6.902000e-03
60            	1.199610e-02	6.932520e-03	1.896180e-03	6.739380e-03
61            	1.200610e-02	6.929150e-03	1.884600e-03	6.702280e-03
62            	1.188010e-02	7.015470e-03	1.890130e-03	6.747720e-03
