# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
1             	1.000000e+00	4.460140e-02	1.000000e+00	3.177370e-02
2             	3.032040e-02	5.215330e-01	3.085790e-01	5.448510e-01
3             	1.660560e-02	3.079310e-01	1.421870e-01	3.347650e-01
4             	3.124810e-02	2.427280e-01	8.514820e-02	2.502810e-01
5             	1.616510e-01	2.229960e-01	6.418040e-02	2.270700e-01
6             	7.646450e-02	1.923730e-01	4.738160e-02	1.832160e-01
7             	7.079790e-02	1.604940e-01	3.830820e-02	1.521680e-01
8             	1.055830e-01	1.284890e-01	3.184370e-02	1.249970e-01
9             	9.382240e-02	1.024900e-01	2.624990e-02	1.017330e-01
10            	6.712200e-02	8.304740e-02	2.137610e-02	8.279160e-02
11            	5.683620e-02	6.901050e-02	1.772850e-02	6.811440e-02
12            	5.132420e-02	5.915960e-02	1.523670e-02	5.791580e-02
13            	4.877140e-02	5.264160e-02	1.337570e-02	5.045970e-02
14            	4.773630e-02	4.738660e-02	1.195340e-02	4.398090e-02
15            	4.603970e-02	4.217450e-02	1.084660e-02	3.859090e-02
16            	4.365970e-02	3.761580e-02	9.956990e-03	3.440310e-02
17            	4.141250e-02	3.367000e-02	9.204760e-03	3.100510e-02
18            	3.945870e-02	3.042580e-02	8.529130e-03	2.810110e-02
19            	3.775320e-02	2.778740e-02	7.905800e-03	2.548900e-02
20            	3.635420e-02	2.546420e-02	7.340120e-03	2.310450e-02
21            	3.554520e-02	2.338210e-02	6.835070e-03	2.097600e-02
22            	3.542710e-02	2.151230e-02	6.384480e-03	1.911120e-02
23            	3.559260e-02	1.983000e-02	5.960250e-03	1.742430e-02
24            	3.583210e-02	1.834920e-02	5.558300e-03	1.590020e-02
25            	3.607390e-02	1.703420e-02	5.191520e-03	1.453380e-02
26            	3.595980e-02	1.581730e-02	4.857500e-03	1.333030e-02
27            	3.366630e-02	1.470380e-02	4.551900e-03	1.227580e-02
28            	3.049810e-02	1.379730e-02	4.271890e-03	1.141240e-02
29            	2.775160e-02	1.292850e-02	4.013780e-03	1.059100e-02
30            	2.542510e-02	1.208610e-02	3.771260e-03	9.815080e-03
31            	2.333000e-02	1.129320e-02	3.546680e-03	9.101150e-03
32            	2.148840e-02	1.056080e-02	3.336130e-03	8.450310e-03
33            	1.983330e-02	9.881650e-03	3.138790e-03	7.861700e-03
34            	1.837140e-02	9.248410e-03	2.953780e-03	7.330930e-03
35            	1.705800e-02	8.662810e-03	2.779040e-03	6.854760e-03
36            	1.587920e-02	8.123720e-03	2.613890e-03	6.425460e-03
37            	1.482510e-02	7.626820e-03	2.457930e-03	6.028640e-03
38            	1.385060e-02	7.168890e-03	2.311680e-03	5.667050e-03
39            	1.294930e-02	6.745750e-03	2.173700e-03	5.340850e-03
40            	1.213430e-02	6.304930e-03	2.043590e-03	5.009220e-03
41            	1.139060e-02	5.954140e-03	1.920750e-03	4.761380e-03
42            	1.069380e-02	5.625790e-03	1.806000e-03	4.530230e-03
43            	1.005090e-02	5.272350e-03	1.698510e-03	4.274910e-03
44            	9.456950e-03	4.986850e-03	1.597500e-03	4.067940e-03
45            	8.897230e-03	4.717730e-03	1.503180e-03	3.873610e-03
46            	8.383800e-03	4.426180e-03	1.414720e-03	3.658250e-03
47            	7.905480e-03	4.188370e-03	1.331430e-03	3.481140e-03
48            	7.468620e-03	3.934500e-03	1.253300e-03	3.288290e-03
49            	7.066340e-03	3.726310e-03	1.179570e-03	3.130310e-03
50            	6.702180e-03	3.503710e-03	1.110890e-03	2.961080e-03
