# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
1             	1.000000e+00	8.539860e-02	1.000000e+00	6.159380e-02
2             	4.922230e-02	5.482530e-01	3.017160e-01	5.736230e-01
3             	2.152210e-02	3.653250e-01	1.400870e-01	3.912410e-01
4             	3.878200e-02	2.640210e-01	8.642540e-02	2.737570e-01
5             	1.776000e-01	2.346640e-01	6.652880e-02	2.376950e-01
6             	9.863850e-02	2.055270e-01	5.096800e-02	1.914530e-01
7             	8.277590e-02	1.701460e-01	4.201650e-02	1.584150e-01
8             	1.131060e-01	1.340470e-01	3.525260e-02	1.323190e-01
9             	8.686830e-02	1.073010e-01	2.863150e-02	1.057570e-01
10            	5.599830e-02	8.811030e-02	2.295010e-02	8.395110e-02
11            	4.513090e-02	7.486760e-02	1.880600e-02	7.159440e-02
12            	4.130520e-02	6.526050e-02	1.606450e-02	6.306280e-02
13            	3.959670e-02	5.763900e-02	1.423760e-02	5.511850e-02
14            	3.814790e-02	5.143080e-02	1.304440e-02	4.810620e-02
15            	3.681160e-02	4.579150e-02	1.209620e-02	4.278340e-02
16            	3.595750e-02	4.083510e-02	1.122000e-02	3.869550e-02
17            	3.538140e-02	3.659290e-02	1.036700e-02	3.488300e-02
18            	3.484280e-02	3.317210e-02	9.510550e-03	3.137760e-02
19            	3.436920e-02	3.051230e-02	8.692060e-03	2.830360e-02
20            	3.419280e-02	2.805810e-02	7.932790e-03	2.561160e-02
21            	3.465150e-02	2.571360e-02	7.244320e-03	2.325740e-02
22            	3.587880e-02	2.357630e-02	6.656220e-03	2.113010e-02
23            	3.785040e-02	2.186720e-02	6.180100e-03	1.942110e-02
24            	3.967120e-02	2.006460e-02	5.758480e-03	1.773210e-02
25            	4.144480e-02	1.837500e-02	5.374500e-03	1.624660e-02
26            	4.131830e-02	1.687010e-02	5.014890e-03	1.498460e-02
27            	3.740700e-02	1.559400e-02	4.681070e-03	1.397930e-02
28            	3.423830e-02	1.446120e-02	4.379200e-03	1.312080e-02
29            	3.162280e-02	1.344110e-02	4.106810e-03	1.234950e-02
30            	2.945150e-02	1.250430e-02	3.849790e-03	1.161390e-02
31            	2.749680e-02	1.170790e-02	3.618930e-03	1.096710e-02
32            	2.576640e-02	1.098530e-02	3.403660e-03	1.036550e-02
33            	2.423700e-02	1.032860e-02	3.206210e-03	9.804710e-03
